decimal_rep	bias	avg_sensitivity	CF	NCF	cana_depth	expressions	isomorphisms
8589934591	33	0.52734375	True	True	9	abc(d+efghi)	258048
507516727127156884569024164199278921910266065445636267372160037603417619517411615	35	0.64453125	True	False	2	(a+bc)de(fg+hi)	5806080
547599908735	35	0.60546875	True	False	3	abc(d+ef)(g+(h+i))	2580480
79228162532711081675843436543	35	0.57421875	True	False	2	ab(cd+efghi)	387072
1176821039103	35	0.56640625	True	True	9	abc(d+e(f+g)hi)	2580480
35747867511488511	37	0.62109375	True	False	3	abc(de+f(g+(h+i)))	2580480
137438953471	37	0.59765625	True	True	9	abc(d+ef(g+hi))	7741440
1233723648051773439	37	0.64453125	True	False	3	abc(de+(fg+hi))	645120
1417518671998416121545758263963942911	37	0.66015625	True	False	2	ab(cde+(f+g)hi)	3870720
151097280742935014416383	39	0.65234375	True	False	3	ab(c+d)e(f+(g+hi))	3870720
18829136625663	39	0.62890625	True	False	5	abc(d+e(fg+hi))	3870720
549755813887	39	0.62109375	True	True	9	abc(d+ef(g+(h+i)))	2580480
26959946673427741531515197488526605382048662297355296634331188953087	39	0.65234375	True	False	1	a(bcd+efghi)	258048
506381209882853375	39	0.65234375	True	False	3	abc(d(e+f)+g(h+i))	3870720
2199023255551	41	0.64453125	True	True	9	abc(d+e(f+ghi))	5160960
1978055778107391	41	0.65234375	True	False	5	abc(d+(e+f)g(h+i))	3870720
21629288371430125296337027071999	41	0.67578125	True	False	2	ab(cd+e(f+g)hi)	3870720
143835907860987903	43	0.67578125	True	False	4	abc(de+(f+ghi))	2580480
537906888301871103	43	0.69921875	True	False	3	abc(de+(f+g)(h+i))	1935360
8796093022207	43	0.66796875	True	True	9	abc(d+e(f+g(h+i)))	15482880
3794159388039139775444150465779676676639247619855942752513211050949006267896594431	45	0.69140625	True	False	3	(a+b)cde(f+(g+(h+i)))	645120
236167576742913077810593180316974709163789989265072886959415037535560992794437689119	45	0.76171875	True	False	2	(a+b)cd(e+f)(g+hi)	5806080
8376419748709480714246468697655739230894547654114287141938285604789737270134627096020348109311	45	0.78515625	True	False	1	(a+b)c(def+ghi)	1290240
9426430057573441798655	45	0.72265625	True	False	2	ab(c+de)(f+ghi)	7741440
35184372088831	45	0.68359375	True	True	9	abc(d+e(f+(g+hi)))	7741440
2456073038514043531822297513983	47	0.75390625	True	False	2	ab(cd+ef(g+hi))	11612160
3121748551042830955846434448392195761173861469553377210925551749450926617608515916953419850934372115559970022585814835838873106672153737178382335	47	0.77734375	False	False	0	(abcd+efghi)	64512
8759946577444863	47	0.71484375	True	False	4	abc(d+(e+f)(g+hi))	7741440
140737488355327	47	0.69140625	True	True	9	abc(d+e(f+(g+(h+i))))	1290240
562949953421311	49	0.70703125	True	True	9	abc(d+(e+fghi))	645120
797191920394108457050361117346332819707190488835995570471039	49	0.79296875	True	False	2	a(bc+de)f(g+(h+i))	1935360
27512536906199821789383722656133675187217448130458020357280031	49	0.84765625	True	False	1	a(bc+de)(fg+hi)	1451520
506382279195492351	49	0.73046875	True	False	4	abc(d+(ef+g(h+i)))	7741440
35887507618889599	49	0.73828125	True	False	3	abc(d+(e+f))(g+(h+i))	430080
2174895310478219043766994943	51	0.82421875	True	False	2	ab(c+d)(ef+g(h+i))	11612160
77124143618719743	51	0.73046875	True	True	9	abc(d+(e+(f+g)hi))	3870720
15176984928424271050362872576073732770280551310224868694560352966671871106279931903	51	0.75390625	True	False	2	(a+b)cd(e+fghi)	1935360
160963658725094870944756432904388607	51	0.80078125	True	False	2	ab(cde+f(g+hi))	7741440
7360065441845773438103648914367763269299284807177995981171246353088511	53	0.84765625	True	False	1	a(bcd+e(f+g)hi)	2580480
347257036380872670966401235681279	53	0.83203125	True	False	2	ab(cd+e(fg+hi))	5806080
35887509774794751	53	0.75390625	True	False	4	abc(d+(e+f)(g+(h+i)))	2580480
9007199254740991	53	0.74609375	True	True	9	abc(d+(e+f(g+hi)))	7741440
5192376087906286159789742710849535	53	0.78515625	True	False	2	ab(c(d+e)+fghi)	1935360
10061976641654307372290950561791	53	0.80859375	True	False	2	ab(cd+ef(g+(h+i)))	3870720
66215598128965232886538613565265525650242246758916672808671763374621560799329000758009800068956191	55	0.83984375	True	False	2	(a+b(c+d))ef(g+hi)	23224320
1950316612343586093784329375077261987700450317197367979394846085202886758924411798015	55	0.87890625	True	False	1	(a+bc)d(ef+ghi)	7741440
36028797018963967	55	0.75390625	True	True	9	abc(d+(e+f(g+(h+i))))	2580480
1233986297899515903	55	0.76171875	True	False	5	abc(d+(e+(fg+hi)))	1935360
95782432850356534670201594315450188515514896097607679	57	0.86328125	True	False	1	a(b+c)(de+fghi)	1935360
2079262682918261408902291148576062571083903620497123439519108753684418028466458460159	57	0.83984375	True	False	2	(a+b)cd(e+(f+g)hi)	11612160
144115188075855871	57	0.76171875	True	True	9	abc(d+(e+(f+ghi)))	860160
538180155470774271	57	0.76953125	True	False	5	abc(d+(e+(f+g)(h+i)))	1935360
9187201950444158975	59	0.76953125	True	True	9	abc(d(e+f)+(g+(h+i)))	2580480
36488609482602621374913323355602943	59	0.88671875	True	False	2	ab(cd+(e+f)g(h+i))	5806080
40485591054215362734165562753023	59	0.86328125	True	False	2	ab(cd+e(f+ghi))	7741440
1766874025136433896750911497827868201557119962247591755973441630872141823	61	0.91015625	True	False	1	a((b+c)de+fghi)	1935360
9223231297218936831	61	0.76953125	True	True	9	abc(de+(f+(g+(h+i))))	645120
6405859422079010264769715593311368439179943083970847	63	0.99609375	True	False	1	a(b+c)(d+e)(fg+hi)	2903040
242833495736126896548737314781954854643106625117603387535503191281129167873946681343	63	0.90234375	True	False	2	(a+b)cd(e+f(g+hi))	23224320
507516727245322330811145418425710210713094454179021879034250855854938023551570207	63	0.94140625	True	False	1	(a+bcd)e(fg+hi)	3870720
1417518671998416121546038566396624895	63	0.90234375	True	False	2	ab(c(d+e)+(f+g)hi)	11612160
2890925482007167253196438708933632968763796023491136548164273927	63	0.92578125	True	False	2	a(b+(c+d))(e+f)g(h+i)	1935360
20134425166357578878566078866528971706558772616660752953748212312820035505461527818878742381437729553284704559490400767	63	0.87109375	True	False	2	(a+(b+c))de(f+ghi)	2580480
9223372036854775807	63	0.76171875	True	True	9	abc(d+(e+(f+(g+(h+i)))))	43008
659431763164098342257550547704872959	65	0.88671875	True	False	2	ab(cde+f(g+(h+i)))	2580480
36893488147419103231	65	0.77734375	True	True	9	ab(c+defghi)	129024
22758184393293252237124756303859679231	65	0.94140625	True	False	2	ab(cde+(fg+hi))	1935360
151099586304469788205055	65	0.91796875	True	False	2	ab(c+de)(f+(g+hi))	11612160
162180048704459584181664011517951	65	0.91796875	True	False	2	ab(cd+e(f+g(h+i)))	23224320
6277101735386680764176071790128604879602623540043221827583	67	0.82421875	True	False	1	a(bc+defghi)	129024
79229371476977440370137759743	67	0.81640625	True	True	9	ab(c+(d+e)fghi)	1935360
835758346876259987476971122144324766843508531218014195664138008526847	67	0.98828125	True	False	1	a(bcd+ef(g+hi))	7741440
971334330320775298143535529840774444636150061301214647826520273887392517530480279551	69	0.94140625	True	False	2	(a+b)cd(e+f(g+(h+i)))	7741440
5299930775977776522094182399	69	0.96484375	True	False	2	ab(c+d)(e+(fg+hi))	5806080
601236075324551449031495233091339197010300287187501510177737630674491919692251911619534185203826991566946435071	69	1.03515625	False	False	0	(a+b)(cde+fghi)	645120
79538861209165268308507754495	69	0.84765625	True	True	9	ab(c+(d+ef)ghi)	7741440
726838724295606890588725814084399013568056387823382584169080752246511603091378769339537499843825263836454776755850794331912148057325567	71	0.90234375	False	False	0	(abc+defghi)	43008
648957879305436469971657806577663	71	0.94921875	True	False	2	ab(cd+e(f+(g+hi)))	11612160
2361183241434822606847	71	0.87109375	True	True	9	ab(c+def(g+(h+i)))	2580480
80870526019142674284543	71	0.87890625	True	False	5	ab(c+de(fg+hi))	5806080
8495684876635081415852031	73	0.90234375	True	False	5	ab(c+d(e+f)g(h+i))	5806080
9444732965739290427391	73	0.89453125	True	True	9	ab(c+de(f+ghi))	7741440
26960358049567071833025758531567443250298050725984244036352826408959	73	0.92578125	True	False	1	a(bc+(d+e)fghi)	1935360
160963658725094870945037774735015935	73	0.98046875	True	False	2	ab(c(d+e)+f(g+hi))	23224320
66216608498809730036698570672870900008718740833307965993290401043166067100307284974209222018269215	75	1.07421875	True	False	1	(a+b)(c+de)f(g+hi)	11612160
8897908915951837779492140595228199038164372543301852059184882134721449585584193128870068748287	75	1.07421875	True	False	1	(a+b)c(de+(f+g)hi)	11612160
11417981201365312128146794293417299723067326463	75	0.98046875	True	False	2	a(b+c)d(e+(f+ghi))	3870720
2311466149194607059629768703	75	1.00390625	True	False	2	ab(c+d)(e+(f+g)(h+i))	5806080
37778931862957161709567	75	0.91796875	True	True	9	ab(c+de(f+g(h+i)))	23224320
8376419748709480714700555322115804336718756612030421654620071560750159263197991441183054823935	75	1.11328125	False	False	0	(a+bc)(def+ghi)	1290240
3794159388039139775649832258343092045227854931886188357970241376260822527658459135	75	0.95703125	True	False	2	(a+bc)de(f+(g+(h+i)))	1935360
310703380373925437189914623	75	0.92578125	True	False	4	ab(c+d(ef+ghi))	7741440
162182523375612911506857800959999	77	1.00390625	True	False	2	ab(c+(d+e))(f+g(h+i))	7741440
2596069201709344013131632986816511	77	0.95703125	True	False	2	ab(cd+e(f+(g+(h+i))))	1935360
12849227252336535524268418954393254188508810477537660887828479	77	1.08984375	True	False	1	a(bc+de)(f+g(h+i))	11612160
663658353093501865120448701794265225091339101116221236734405378708546396139051545321572285894162070043941545704603091272191	77	1.14453125	False	False	0	(ab+cd)(ef+ghi)	1935360
852237354434692850946076604411069442800464181188071978582675627600102966607124845328283619305083587547871816165927450184012358121497969081467273215	77	1.09765625	False	False	0	(abcd+e(f+g)hi)	645120
151115727451828646838271	77	0.93359375	True	True	9	ab(c+de(f+(g+hi)))	11612160
161592413422954466088901845849210879	77	1.02734375	True	False	2	ab(cd+(e+f)(g+hi))	11612160
105726875431490727260553571348123507794705475185192065698789130751	77	1.05859375	True	False	1	a(b+(c+d))(ef+ghi)	2580480
1334440654591920246841024534594715647	79	0.97265625	True	False	3	ab(c+(def+ghi))	1290240
2456110515232898329262984003583	79	0.96484375	True	False	4	ab(c+(d+e)f(g+hi))	23224320
604462909807314587353087	79	0.94140625	True	True	9	ab(c+de(f+(g+(h+i))))	1935360
9922630703988912850820307847747207167	79	1.02734375	True	False	2	ab(cde+(f+g)(h+i))	1935360
27065671948173673278719661179096315795064337623821672241416535801855	79	1.00390625	True	False	1	a(bc+(d+ef)ghi)	7741440
45671925826308349275402567619133253408702595071	81	1.01953125	True	False	2	a(b+c)d(e+(f+g(h+i)))	11612160
118165446269633791132631110592212111389519286849308265148254780634693631	81	1.12890625	True	False	1	a(bcd+e(fg+hi))	3870720
2417851639229258349412351	81	0.95703125	True	True	9	ab(c+d(e+fghi))	3870720
2792972246313709472045385922614196917014116183770999	81	1.16015625	True	False	1	a(b+c)(d+e)(f+g)(h+i)	483840
3423913227525323174502430081042878883520180111764122672559519831162879	81	1.07421875	True	False	1	a(bcd+ef(g+(h+i)))	2580480
53328162502751641518914860506817080368269761343053320878645508992664285120853116679	81	1.08984375	True	False	1	(a+bcd)(e+f)g(h+i)	3870720
2174895328418580842458120191	81	0.98046875	True	False	4	ab(c+d(ef+g(h+i)))	23224320
173886942800780474942011933124640462799359	81	1.01953125	True	False	1	a(b+cde)(f+ghi)	2580480
659431763164098342257831477212348415	83	1.01953125	True	False	2	ab(c(d+e)+f(g+(h+i)))	7741440
5192376089115193532097348222582783	83	0.98828125	True	False	3	ab(c+(de+fghi))	1935360
22758184393293252237125018953707421695	83	1.05859375	True	False	2	ab(c(d+e)+(fg+hi))	5806080
331245674574408393869492223	83	0.98046875	True	True	9	ab(c+d(e+(f+g)hi))	23224320
40119737179502782423385183613619451103287904255	85	1.15234375	True	False	1	a(b+cd)(ef+g(h+i))	23224320
38685626227668133590597631	85	0.99609375	True	True	9	ab(c+d(e+f(g+hi)))	46448640
797191920394108457050361117346332819707208899832201768599551	85	1.05859375	True	False	1	a(bc+def(g+(h+i)))	2580480
154135680817623784952430591	85	1.00390625	True	False	4	ab(c+d(e+f)(g+(h+i)))	7741440
347262335102758488611318545776639	85	1.02734375	True	False	3	ab(c+(d+e)(fg+hi))	5806080
3121796185145466392739616071127147596347614665696809604126587854327105844992936113552447286863961880492460808486064307275321535493818258011717631	85	1.09765625	False	False	0	(abc+(d+e)fghi)	645120
15176984928424271051185618577632600404677272065714120739387722630325701758559584255	85	1.03515625	True	False	1	(a+bc)d(e+fghi)	3870720
27512536906199821789383722656133675187217465343478446015119359	85	1.08203125	True	False	1	a(bc+de(fg+hi))	5806080
182687704326080497864425660921997068151243669503	87	1.03515625	True	False	2	a(b+c)d(e+(f+(g+hi)))	3870720
482356608862246453812998838900942308887897222694028073243061641252881694719	87	1.15234375	True	False	1	a((b+c)de+(f+g)hi)	5806080
58634938240966187837828747789811176552654770286300993969859439414429331421875708194448724133887	87	1.15234375	True	False	1	(a+b)c(def+g(h+i))	7741440
5299930793190534301911875583	87	1.01171875	True	False	5	ab(c+d(e+(fg+hi)))	11612160
154742504910672534362390527	87	1.00390625	True	True	9	ab(c+d(e+f(g+(h+i))))	15482880
618970019642690137449562111	89	1.01171875	True	True	9	ab(c+d(e+(f+ghi)))	7741440
2465704696930720995352453840895	89	1.04296875	True	False	3	ab(c+(d+ef)(g+hi))	11612160
2311466167103170982038208511	89	1.01953125	True	False	5	ab(c+d(e+(f+g)(h+i)))	11612160
1422689260341625912157806864441016319	89	1.04296875	True	False	3	ab(cd+(e+(f+g)hi))	11612160
27512956720602907159400434604214798441059476993484323419001119	91	1.18359375	True	False	1	a(b+(c+de))(fg+hi)	5806080
648967781616827238960758303694847	91	1.08203125	True	False	2	ab(c+(d+e))(f+(g+hi))	3870720
151407328857270607366548015284223	91	1.06640625	True	False	3	ab(c+(d+e)(f+g)(h+i))	1935360
40486208815327632551548523905023	91	1.04296875	True	False	3	ab(c+(d+e)(f+ghi))	7741440
2475880078570760549798248447	91	1.01953125	True	True	9	ab(c+d(e+(f+g(h+i))))	23224320
3207598986782593870493972684755717093467532789484494482571263	91	1.11328125	True	False	1	a(bc+de(f+ghi))	7741440
2890925481334071212622054039015519105897372226007298921918889983	91	1.13671875	True	False	1	a(bc+d(e+f)g(h+i))	5806080
54773094779229450799278256431972612244623018610434996341240331185554456575	91	1.11328125	True	False	1	a(bcde+f(g+hi))	3870720
9903520314283042199192993791	93	1.01953125	True	True	9	ab(c+d(e+(f+(g+hi))))	7741440
39614081247908796757769715711	93	1.02734375	True	False	2	ab(c+d)(e+(f+(g+(h+i))))	387072
2969255417692040427291338357650520975853617222936166399	93	1.21484375	True	False	1	a(b+c)(de+f(g+hi))	23224320
2653304180920112227509006287121678335	93	1.05859375	True	False	3	ab(c(d+e)+(f+ghi))	7741440
9922630703988912850820581114916110335	93	1.09765625	True	False	2	ab(c(d+e)+(f+g)(h+i))	5806080
662007629184361844944855935823642623	95	1.09765625	True	False	2	ab(cd+(e+f)(g+(h+i)))	3870720
6110403845537713080183949255488850481034428415	95	1.15234375	True	False	1	a(b+cd)(e+(f+g)hi)	23224320
39614081257132168796771975167	95	1.01171875	True	True	9	ab(c+d(e+(f+(g+(h+i)))))	774144
13776532750121575922604265916637095350226866433948556580141047121707007	95	1.16015625	True	False	1	a(bcd+e(f+ghi))	5160960
166153420283637577638569548126879743	95	1.07421875	True	False	3	ab(cd+(e+f(g+hi)))	23224320
32593072959765172097128431472708867455615069760046810343623473196023182466882529315986210815	95	1.19140625	False	False	0	(a+bc)(de+fghi)	1935360
12416430400393819790080855718538416635307893469709279220235885356345458687	95	1.21484375	True	False	1	a(bcd+(e+f)g(h+i))	3870720
158456325028528675187087900671	97	1.01953125	True	True	9	ab(c+(d+efghi))	387072
162182523375630782062862251589631	97	1.08203125	True	False	3	ab(c+(d+e)(f+g(h+i)))	23224320
12849227252336535524268418954393254188508828348093665338458111	97	1.16796875	True	False	1	a(bc+de(f+g(h+i)))	23224320
105726875406874270808058555468016895809919620431458579319567155199	97	1.19140625	True	False	1	a(bc+d(ef+ghi))	7741440
21708516528908428500631042392063	99	1.04296875	True	True	9	ab(c+(d+e(f+g)hi))	3870720
3133990701490851657069475481988625806434580351837937546377772249913660630511476834296435835760541663229369541082351844503913218076481953753726975	99	1.23828125	False	False	0	(abc+(d+ef)ghi)	2580480
10101435371239699321893081317375	99	1.08203125	True	False	3	ab(c+(d+ef)(g+(h+i)))	7741440
2923003274321523469644887526979273363002065158143	99	1.06640625	True	False	1	a(b+c)(d+efghi)	774144
4372365463548123603830469095689926892593177450517814337515293384651235971003117411988451465390721023	99	1.25390625	True	False	1	(a+b)(c+d)e(f+g(h+i))	11612160
237026406723973262872556393227795756634657619827619846311455966674665328361867263	99	1.16796875	True	False	1	(a+bcd)e(f+g(h+i))	15482880
1950316612797679565965121061781720976688584858676412181457465930444857627054367113727	99	1.23828125	False	False	0	(a+bcd)(ef+ghi)	2580480
35976991418982881785942549287776065023311988180137290215896850512868065820550014846116678551202399584767	99	1.32421875	False	False	0	(a+b)(c+d)(ef+ghi)	1935360
2535301200456458802993406410751	101	1.05859375	True	True	9	ab(c+(d+ef(g+hi)))	11612160
659431763165304925304919948255035391	101	1.08203125	True	False	3	ab(c+(de+f(g+(h+i))))	7741440
22763029353888452585191134839858790399	101	1.10546875	True	False	3	ab(cd+(e+(fg+hi)))	1935360
26959946673427741531515197488526605382127890459851114227842433417215	101	1.09765625	True	False	1	a(b(c+d)+efghi)	774144
10141204801825835211973625643007	103	1.06640625	True	True	9	ab(c+(d+ef(g+(h+i))))	3870720
51415740314552302139366204032943402568674010582530348762005503	103	1.19921875	True	False	1	a(bc+de(f+(g+hi)))	11612160
9341084582444398143840454231631855615	103	1.09765625	True	False	3	ab(c+(d(e+f)+g(h+i)))	11612160
347336264462534856010096678273023	103	1.07421875	True	False	5	ab(c+(d+e(fg+hi)))	5806080
648967781616843380108117162328063	103	1.09765625	True	False	3	ab(c+(d+e)(f+(g+hi)))	11612160
3423965472295030286977626956501879171589081481699910088982131495600255	105	1.10546875	True	False	2	a(b+(c+(d+e)))f(g+(h+i))	645120
713623506236766439874317098988709680257171455	105	1.23046875	True	False	1	a(b+cd)(e+f(g+hi))	46448640
12802669991746026407012799996706088861668239532603604713298927391	105	1.26953125	True	False	1	a(b+(c+d))(e+f)(g+hi)	7741440
40564819207303340847894502572031	105	1.07421875	True	True	9	ab(c+(d+e(f+ghi)))	7741440
36488688702269469207381853415145471	105	1.08203125	True	False	5	ab(c+(d+(e+f)g(h+i)))	5806080
3185734129329381529119546103128929161751883761271008363805407033731092551019537556918067672905827169888501197331032349141729256730538283295	105	1.22265625	True	False	1	(a+(b+(c+d)))e(fg+hi)	967680
9362174033880098282285478556748166281877878744270606933825542831361189422601510646514807100195934495	105	1.38671875	False	False	0	(a+b)(c+de)(fg+hi)	5806080
136266566776165747861337419796805339202916748859248331711242377810387042770205702336020479	105	1.15234375	True	False	1	(a+b)c(d+e(f+g)hi)	7741440
2850347938414154676930451562189895105940976327790314743222008924433256517383506697159612567882199537835798275296766687190441653240319	105	1.32421875	False	False	0	(a+(b+c))(def+ghi)	430080
9173994466096273083358840136307150664456220318819327454032209220361335505957856818010721002919742039654399	105	1.17578125	False	False	0	(a+b)(cd+efghi)	387072
162259276829213363391578010288127	107	1.08203125	True	True	9	ab(c+(d+e(f+g(h+i))))	23224320
9922630703990086524374090729666904063	107	1.11328125	True	False	3	ab(c+(de+(f+g)(h+i)))	5806080
96774205082327759631239467900158068596389705556154693538692104232978725145863993425556015378965535582359070700160259911005066306836765723680833535	107	1.30078125	False	False	0	(abcd+ef(g+hi))	1935360
42530752536040389932532256190945558527	107	1.08984375	True	False	4	ab(cde+(f+(g+hi)))	3870720
2596108814581693772289136805281791	109	1.08984375	True	False	3	ab(c+(d+e)(f+(g+(h+i))))	1935360
55187010840506586915011609259013961217053611722686292210467156283883519	109	1.24609375	True	False	1	a(bcd+e(f+g(h+i)))	15482880
3121748551042830955846434448392195761173861469553377210926049072687104820072196666810719529804456657396697480672108380495593140534955236690755583	109	1.22265625	False	False	0	((a+b)cd+efghi)	387072
649037107316853453566312041152511	109	1.08203125	True	True	9	ab(c+(d+e(f+(g+hi))))	11612160
205681792563415368599757344347143996089334739520277082456195071	109	1.20703125	True	False	1	a(bc+de(f+(g+(h+i))))	1935360
454086624460065105848825043152945111911528750177955351808918164501746941951	109	1.30078125	True	False	1	a(bc+(def+ghi))	1290240
835771099536579226823798514478590740759239572504958162804726332129279	109	1.27734375	True	False	1	a(bc+(d+e)f(g+hi))	23224320
46768052394248611018132277383895694080615208976383	111	1.21484375	True	False	1	a(b+c)(d+ef(g+hi))	23224320
419814403085392317116864244825458123192367661436316418047	111	1.35546875	True	False	1	a(b+c)(de+(fg+hi))	1935360
161592492613493314726390744402100223	111	1.09765625	True	False	4	ab(c+(d+(e+f)(g+hi)))	11612160
164137448563602545585598198631871546581270413814341139213830306698933607188790506158036964954427765914228413825023	111	1.40234375	False	False	0	(a+b)(cde+(f+g)hi)	3870720
7360065441845773438103648914367763269299364035335474284375540368408575	111	1.21484375	True	False	1	a(b(c+d)+e(f+g)hi)	7741440
4139320264934034100521810670536906599356215347462814719591856971235667840375566282187104845823	111	1.28515625	True	False	1	(a+b)c(de+f(g+(h+i)))	7741440
2596148429267413814265248164610047	111	1.07421875	True	True	9	ab(c+(d+e(f+(g+(h+i)))))	1935360
92308517985542075104768178388718674723143161253569588189473255535306973592605103706121262480165808507229756647993048555863089515876843519	113	1.32421875	False	False	0	(abc+def(g+(h+i)))	860160
54773094779229450799278256431994902100785807763546909567049346000946724863	113	1.29296875	True	False	1	a((b+c)de+f(g+hi))	23224320
10628793851945338933271740520178122751	113	1.09765625	True	False	4	ab(c+(de+(f+g(h+i))))	11612160
662007668488958110666536227805593599	113	1.10546875	True	False	3	ab(c+(d+(e+f))(g+(h+i)))	1290240
10384593717069655257060992658440191	113	1.07421875	True	True	9	ab(c+(d+(e+fghi)))	645120
3185734128587645001450385243131920876468791147829885866413080937096460356349513146015192861815486131395181286520893950723138413940002783231	113	1.37890625	False	False	0	(abc+de(fg+hi))	1935360
97766466632838914285442578029106944246301065215	115	1.30859375	True	False	1	a(b+cd)(e+(fg+hi))	11612160
822746001558867634441321905603946370171977655271264017232953343	115	1.23828125	True	False	1	a(bc+d(e+fghi))	3870720
1422689339238542770217355994206306303	115	1.08203125	True	True	9	ab(c+(d+(e+(f+g)hi)))	3870720
2854495045794166759997146384211906030978727935	115	1.26953125	True	False	1	a(b+cd)(e+f(g+(h+i)))	15482880
740078523882464754034840698886279373903971579119031757440930545663	115	1.30859375	True	False	1	a(bc+d(ef+g(h+i)))	23224320
20134425171045490049649785036515621790361639297804108653158118355966821858271985983881153570665733021052606639759163903	117	1.24609375	True	False	1	(a+(b+cd))e(f+ghi)	7741440
2180265068420388847119958459680238992021798300365777461385366467503736498702521410844098559	117	1.27734375	True	False	1	(a+b)c(d+e(fg+hi))	11612160
662007708258388696802426308349919231	117	1.08984375	True	False	4	ab(c+(d+(e+f)(g+(h+i))))	3870720
63657374260336898106651611567369496548036771603785253138876899198409178885505436291694591	117	1.25390625	True	False	1	(a+b)c(d+ef(g+(h+i)))	7741440
17495869815301749115278638184072394322047247922418865285094171037458853853681746322226382976558571519	117	1.34765625	True	False	1	(a+b)(c+d)e(f+(g+hi))	5806080
172312596663225862641665926149598031111193669373448421375	117	1.34765625	True	False	1	a(b+c)(d(e+f)+g(h+i))	11612160
166153499473114484112975882535043071	117	1.08203125	True	True	9	ab(c+(d+(e+f(g+hi))))	7741440
740078524054777713104800693765560684940589859768390028267406952447	119	1.34765625	True	False	1	a(b+(c+d))(ef+g(h+i))	7741440
5164460354167620784832626064965923605060783490847600831265013637363964731082191443358914545503072455897023179953197416447	119	1.31640625	False	False	0	(ab+cd)(e+fghi)	967680
4645548186585032572289946125628503355910251758650568311913656692007309213726551410495061977491446598242545749356233598896127	119	1.48046875	False	False	0	(ab+cd)(ef+g(h+i))	5806080
664613997892457936451903530140172287	119	1.07421875	True	True	9	ab(c+(d+(e+f(g+(h+i)))))	2580480
5164460354167620785112592021751113210470381380896950196478927467815332433926316854693259574711202838118550902772928217087	119	1.18359375	True	False	1	(a+(b+c))d(e+fghi)	1290240
42535295795792665716799629470124212223	119	1.08203125	True	False	5	ab(cd+(e+(f+(g+hi))))	1935360
