decimal_rep	bias	avg_sensitivity	CF	NCF	cana_depth	expressions	isomorphisms
2342772245228624478335	35	1.328125	True	False	1	(a+bc)d(e+(f+g))	53760
34359738367	35	1.171875	True	True	7	a(b+cde(f+g))	53760
79228162532711081675843436543	35	1.203125	False	False	0	(ab+cdefg)	2688
80853312998717016445215	35	1.484375	False	False	0	(a+bc)(de+fg)	40320
36346632615344003116557904204267519	37	1.484375	False	False	0	(abc+de(f+g))	26880
137438953471	37	1.234375	True	True	7	a(b+cd(e+fg))	161280
35747867511488511	37	1.328125	True	False	1	a(bc+d(e+(f+g)))	53760
1233723648051773439	37	1.421875	True	False	1	a(bc+(de+fg))	13440
18829136625663	39	1.296875	True	False	3	a(b+c(de+fg))	80640
549755813887	39	1.265625	True	True	7	a(b+cd(e+(f+g)))	53760
506381209882853375	39	1.390625	True	False	1	a(b(c+d)+e(f+g))	80640
564304348090236238067583	39	1.390625	True	False	1	(a+b)c(de+(f+g))	80640
2199023255551	41	1.296875	True	True	7	a(b+c(d+efg))	107520
554597137728977571705134252031	41	1.421875	False	False	0	(ab+cde(f+g))	26880
8211977469951	41	1.328125	True	False	3	a(b+c(d+e)(f+g))	80640
8796093022207	43	1.328125	True	True	7	a(b+c(d+e(f+g)))	322560
537906888301871103	43	1.453125	True	False	1	a(bc+(d+e)(f+g))	40320
72341268037894143	43	1.359375	True	False	2	a(b+(cd+efg))	53760
9426430057573441798655	45	1.484375	False	False	0	(a+bc)(d+efg)	53760
604444463203974071222271	45	1.359375	True	False	1	(a+b)c(d+(e+(f+g)))	13440
35252265831747254945655	45	1.640625	False	False	0	(a+bc)(d+e)(f+g)	40320
131391639519231	45	1.328125	True	True	7	a(b+c(de+(f+g)))	161280
140737488355327	47	1.296875	True	True	7	a(b+c(d+(e+(f+g))))	26880
8759946577444863	47	1.390625	True	False	2	a(b+(c+d)(e+fg))	161280
2456073038514043531822297513983	47	1.546875	False	False	0	(ab+cd(e+fg))	80640
347262335102741275590892887937311	49	1.640625	False	False	0	(a+(b+c))(de+fg)	13440
35887507618889599	49	1.421875	True	False	1	a(b+(c+d))(e+(f+g))	8960
562949953421311	49	1.296875	True	True	7	a(b+(c+defg))	13440
2242545357995114495	49	1.390625	True	False	2	a(b(c+d)+(e+fg))	161280
2251799813685247	51	1.328125	True	True	7	a(b+(c+de(f+g)))	80640
2174895310478219043766994943	51	1.703125	False	False	0	(a+b)(cd+e(f+g))	80640
2417833193048130298445823	51	1.421875	False	False	0	(a+b)(c+defg)	13440
160963658725094870944756432904388607	51	1.609375	False	False	0	(abc+d(e+fg))	53760
35887509774794751	53	1.359375	True	False	2	a(b+(c+d)(e+(f+g)))	53760
347257036380872670966401235681279	53	1.671875	False	False	0	(ab+c(de+fg))	40320
5192376087906286159789742710849535	53	1.484375	False	False	0	(a(b+c)+defg)	13440
9007199254740991	53	1.328125	True	True	7	a(b+(c+d(e+fg)))	161280
10061976641654307372290950561791	53	1.578125	False	False	0	(ab+cd(e+(f+g)))	26880
8610732401905106943	55	1.328125	True	False	3	a(bc+(de+(f+g)))	40320
37761061306952711079935	55	1.640625	False	False	0	(a+bc)(d+e(f+g))	161280
36028797018963967	55	1.296875	True	True	7	a(b+(c+d(e+(f+g))))	53760
9671388112424755207340031	57	1.578125	False	False	0	(a+b)(c+de(f+g))	80640
538180155470774271	57	1.296875	True	False	3	a(b+(c+(d+e)(f+g)))	40320
144115188075855871	57	1.265625	True	True	7	a(b+(c+(d+efg)))	17920
9187201950444158975	59	1.234375	True	True	7	a(b(c+d)+(e+(f+g)))	53760
40485591054215362734165562753023	59	1.609375	False	False	0	(ab+c(d+efg))	53760
151405018600010877074333419700223	59	1.703125	False	False	0	(ab+c(d+e)(f+g))	40320
2305843009213693951	61	1.171875	True	True	7	a(b+(c+(d+(e+fg))))	13440
9223372036854775807	63	1.078125	True	True	7	a(b+(c+(d+(e+(f+g)))))	896
151407328857252698529362607540087	63	1.734375	False	False	0	(a+(b+c))(d+e)(f+g)	13440
36346632615344003116839349115682815	63	1.640625	False	False	0	(a(b+c)+de(f+g))	80640
38685607789931254842916863	63	1.640625	False	False	0	(a+b)(c+d(e+fg))	161280
40486208815309329643382675276287	63	1.515625	False	False	0	(a+(b+c))(d+efg)	17920
