decimal_rep	hamming_weight	avg_sensitivity	CF	NCF	C_depth	temp_exp	expressions
9745314013669006814765012891420939382276454670243864229651019856186550527521029071046875497217987420812052286149461773226115535001380264835768616988075646761792025559628190902627367428190134163282553825368613847129333486129788198021188984639139965094901551803542442420955280878312966062081	31	0.3125	True	True	10	(1+(1+(1+(1+1))))11111	(a+(b+(c+(d+e))))fghij
8725857424113663	31	0.34375	True	False	4	1111(11+1(1+11))	abcd(ef+g(h+ij))
1766874025136433896750911497805568136923323180981774075523881651146981375	31	0.35546875	True	False	2	11(1111+1111)	ab(cdef+ghij)
10867626646104962546042856419237517886798202119816876277973364266182356668804732058971658459980222363828401555802809868003945207062447765670216063273498783613813422802166112341836773003850231908708947605360283264936039459199920373767	33	0.37109375	True	False	3	(11+111)111(1+1)	(ab+cde)fgh(i+j)
19595832251300126854661737886996136738370098769540461931433994942729019264184884457699430417834312519425916065167944002772260406147193490022089394208142607524179689021188632037682244109820533195696832513	33	0.359375	True	False	4	(1+1(1+1))(1+1)1111	(a+b(c+d))(e+f)ghij
8589934591	33	0.328125	True	True	10	1111(1+11111)	abcd(e+fghij)
79228162532711081675843436543	35	0.35546875	True	False	3	111(11+11111)	abc(de+fghij)
1176821039103	35	0.3515625	True	True	10	1111(1+1(1+1)11)	abcd(e+f(g+h)ij)
1702791607102709831645901174772142458194883514002176057830851741445382270772600298536520286750844962094069356018961282709989490242305469631323663980568772735	35	0.37109375	True	False	4	(1+11)1111(1+(1+1))	(a+bc)defg(h+(i+j))
80853312998717016445215	35	0.390625	True	False	3	111(1+11)(11+11)	abc(d+ef)(gh+ij)
35747867511488511	37	0.3828125	True	False	4	1111(11+1(1+(1+1)))	abcd(ef+g(h+(i+j)))
1417518671998416121545758263963942911	37	0.40234375	True	False	3	111(111+(1+1)11)	abc(def+(g+h)ij)
1233723648051773439	37	0.39453125	True	False	4	1111(11+(11+11))	abcd(ef+(gh+ij))
137438953471	37	0.37109375	True	True	10	1111(1+11(1+11))	abcd(e+fg(h+ij))
1713674922364725907943490451049655481270645042030851082223889	39	0.40234375	True	False	4	11(1+(1+11))(1+1)11	ab(c+(d+ef))(g+h)ij
26959946673427741531515197488526605382048662297355296634331188953087	39	0.40234375	True	False	2	11(111+11111)	ab(cde+fghij)
506381209882853375	39	0.40234375	True	False	4	1111(1(1+1)+1(1+1))	abcd(e(f+g)+h(i+j))
549755813887	39	0.38671875	True	True	10	1111(1+11(1+(1+1)))	abcd(e+fg(h+(i+j)))
18829136625663	39	0.390625	True	False	6	1111(1+1(11+11))	abcd(e+f(gh+ij))
1978055778107391	41	0.40625	True	False	6	1111(1+(1+1)1(1+1))	abcd(e+(f+g)h(i+j))
2199023255551	41	0.40234375	True	True	10	1111(1+1(1+111))	abcd(e+f(g+hij))
554597137728977571705134252031	41	0.41796875	True	False	3	111(11+111(1+1))	abc(de+fgh(i+j))
143835907860987903	43	0.421875	True	False	5	1111(11+(1+111))	abcd(ef+(g+hij))
8796093022207	43	0.41796875	True	True	10	1111(1+1(1+1(1+1)))	abcd(e+f(g+h(i+j)))
537906888301871103	43	0.43359375	True	False	4	1111(11+(1+1)(1+1))	abcd(ef+(g+h)(i+j))
5087871071253860530193206187976843288218842420464763528778884151521252077831796235096161010801001640250857490603975916950058133039874055	45	0.43359375	True	False	4	1(1+(1+(1+1)))111(1+1)	a(b+(c+(d+e)))fgh(i+j)
67522229909620758330107862791757647773981205556473055850919373577074139054664571223147201768658119049006253442070759317541229983949545827745889119193392450906185741573356060945	45	0.46875	True	False	3	(1+1)1(1+11)(1+1)11	(a+b)c(d+ef)(g+h)ij
24616085236810599231077234872125278955573695899053916671	45	0.48046875	True	False	2	11(1+1)(111+111)	ab(c+d)(efg+hij)
6851389852200667117882326774083187371162090359489070594894214487232994806022037421670565878186470674252515282879442641455154563100929881744932222787957817855	45	0.44921875	True	False	3	(1+11)111(1+111)	(a+bc)def(g+hij)
35184372088831	45	0.4296875	True	True	10	1111(1+1(1+(1+11)))	abcd(e+f(g+(h+ij)))
3121748551042830955846434448392195761173861469553377210925551749450926617608515916953419850934372115559970022585814835838873106672153737178382335	47	0.48046875	True	False	1	1(1111+11111)	a(bcde+fghij)
140737488355327	47	0.4375	True	True	10	1111(1+1(1+(1+(1+1))))	abcd(e+f(g+(h+(i+j))))
8759946577444863	47	0.44921875	True	False	5	1111(1+(1+1)(1+11))	abcd(e+(f+g)(h+ij))
2456073038514043531822297513983	47	0.46875	True	False	3	111(11+11(1+11))	abc(de+fg(h+ij))
2242545357995114495	49	0.4609375	True	False	5	1111(1(1+1)+(1+11))	abcd(e(f+g)+(h+ij))
10062130175233434177513893855359	49	0.46484375	True	False	4	111(1+(1+1))1(1+(1+1))	abc(d+(e+f))g(h+(i+j))
347262335102741275590892887937311	49	0.4921875	True	False	3	111(1+(1+1))(11+11)	abc(d+(e+f))(gh+ij)
6804686798554007262757977097931148699690931413022481246622465082668181325624448659210397004299044945808554859869102235923041691793529793847508143618249309797049175902105135242774542355836649262296085174370691416511276169861488965587231	49	0.51953125	True	False	2	(11+11)11(11+11)	(ab+cd)ef(gh+ij)
562949953421311	49	0.44921875	True	True	10	1111(1+(1+1111))	abcd(e+(f+ghij))
1580798132576428352784575088835241906294090355696433975861326089803848698378328267024152075580644782154482543362678535605699280974023898563521152584689823424907263	51	0.51171875	True	False	3	(1+1)111(11+1(1+1))	(a+b)cde(fg+h(i+j))
2417833193048130298445823	51	0.4765625	True	False	3	111(1+1)(1+1111)	abc(d+e)(f+ghij)
160963658725094870944756432904388607	51	0.5	True	False	3	111(111+1(1+11))	abc(def+g(h+ij))
77124143618719743	51	0.46484375	True	True	10	1111(1+(1+(1+1)11))	abcd(e+(f+(g+h)ij))
9007199254740991	53	0.4765625	True	True	10	1111(1+(1+1(1+11)))	abcd(e+(f+g(h+ij)))
347257036380872670966401235681279	53	0.51953125	True	False	3	111(11+1(11+11))	abc(de+f(gh+ij))
35887509774794751	53	0.48046875	True	False	5	1111(1+(1+1)(1+(1+1)))	abcd(e+(f+g)(h+(i+j)))
10061976641654307372290950561791	53	0.5078125	True	False	3	111(11+11(1+(1+1)))	abc(de+fg(h+(i+j)))
188719626713994190720606382419686237674340636081487076440292552867839	53	0.52734375	True	False	2	11(111+111(1+1))	ab(cde+fgh(i+j))
5192376087906286159789742710849535	53	0.49609375	True	False	3	111(1(1+1)+1111)	abc(d(e+f)+ghij)
37761061306952711079935	55	0.52734375	True	False	3	111(1+11)(1+1(1+1))	abc(d+ef)(g+h(i+j))
1950316612343586093784329375077261987700450317197367979394846085202886758924411798015	55	0.546875	True	False	2	1(1+11)1(11+111)	a(b+cd)e(fg+hij)
36028797018963967	55	0.484375	True	True	10	1111(1+(1+1(1+(1+1))))	abcd(e+(f+g(h+(i+j))))
1233986297899515903	55	0.48828125	True	False	6	1111(1+(1+(11+11)))	abcd(e+(f+(gh+ij)))
331245656204788459501649919	57	0.53125	True	False	3	111(1+1)(1+(1+1)11)	abc(d+e)(f+(g+h)ij)
9187201950435737599	57	0.4921875	True	True	10	1111(111+(1+(1+1)))	abcd(efg+(h+(i+j)))
538180155470774271	57	0.49609375	True	False	6	1111(1+(1+(1+1)(1+1)))	abcd(e+(f+(g+h)(i+j)))
32593072959765172095361557447161069973833109957892084052670871241089073962641743268930519039	57	0.54296875	True	False	2	1(1+1)1(11+1111)	a(b+c)d(ef+ghij)
576460752303423487	59	0.5	True	True	10	1111(1+(1+(1+1(1+1))))	abcd(e+(f+(g+h(i+j))))
40485591054215362734165562753023	59	0.546875	True	False	3	111(11+1(1+111))	abc(de+f(g+hij))
151405018600010877074333419700223	59	0.55859375	True	False	3	111(11+1(1+1)(1+1))	abc(de+f(g+h)(i+j))
1766874025136433896750911497827868201557119962247591755973441630872141823	61	0.57421875	True	False	2	11((1+1)11+1111)	ab((c+d)ef+ghij)
2305843009213693951	61	0.50390625	True	True	10	1111(1+(1+(1+(1+11))))	abcd(e+(f+(g+(h+ij))))
40486208815309329643382675276287	63	0.55859375	True	False	3	111(1+(1+1))(1+111)	abc(d+(e+f))(g+hij)
1417518671998416121546038566396624895	63	0.57421875	True	False	3	111(1(1+1)+(1+1)11)	abc(d(e+f)+(g+h)ij)
589135221110586565541333539447905520212538220275089070757715311090134812620999506348003105570180670617572347332590935216272249602724157656148171794186806369644760198751108619717124611856411816052521020538780385287	63	0.5859375	True	False	3	(1+1)(1+(1+1))111(1+1)	(a+b)(c+(d+e))fgh(i+j)
9223372036854775807	63	0.50390625	True	True	10	1111(1+(1+(1+(1+(1+1)))))	abcd(e+(f+(g+(h+(i+j)))))
793336745165662265861128518604338805736268754746631968292055591431312036822745440304931067578556232559473313573605120364288000115558686893925772618965411203808379850781593454040107493459394883192630509720151337859288643120972133564927	63	0.59375	True	False	2	(11+11)11(1+111)	(ab+cd)ef(g+hij)
242833495736126896548737314781954854643106625117603387535503191281129167873946681343	63	0.57421875	True	False	3	1(1+1)11(1+1(1+11))	a(b+c)de(f+g(h+ij))
6405859422079010264769715593311368439179943083970847	63	0.62109375	True	False	2	11(1+1)(1+1)(11+11)	ab(c+d)(e+f)(gh+ij)
41855804977958881238216860293671333616475814839523861211015363775367857790754367812411590743534994955327154331653972084008334635948471552329445020986934924815945052132199177846429263578652254701150892687317891618273230805205109921907778604060552511649183701335864607145965996450848344889400095670271	63	0.60546875	False	False	0	(11111+11111)	(abcde+fghij)
109823354754159812842610838760304085630506227269226961336161469402985245511010779884351477706898984917421433820089069816358456020273418124017103398935738720255	65	0.5859375	True	False	3	(1+11)111(1+(1+11))	(a+bc)def(g+(h+ij))
162180048704459584181664011517951	65	0.5859375	True	False	3	111(11+1(1+1(1+1)))	abc(de+f(g+h(i+j)))
22758184393293252237124756303859679231	65	0.59765625	True	False	3	111(111+(11+11))	abc(def+(gh+ij))
36893488147419103231	65	0.515625	True	True	10	111(1+111111)	abc(d+efghij)
659431763164098342257550547704872959	65	0.5703125	True	False	3	111(111+1(1+(1+1)))	abc(def+g(h+(i+j)))
835758346876259987476971122144324766843508531218014195664138008526847	67	0.625	True	False	2	11(111+11(1+11))	ab(cde+fg(h+ij))
79229371476977440370137759743	67	0.5390625	True	True	10	111(1+(1+1)1111)	abc(d+(e+f)ghij)
6277101735386680764176071790128604879602623540043221827583	67	0.54296875	True	False	2	11(11+111111)	ab(cd+efghij)
33268204663573521102179589730781776267661075732107980520728277602765067685636803133439	69	0.6171875	True	False	3	1(1+1)11(1+(11+11))	a(b+c)de(f+(gh+ij))
69618381286674223218755956447056912877004466906604819829514614533242049362742129125003647868005957641664413436455384363224993722252022465322490714663168121053273990677727943928987076657151	69	0.65234375	True	False	1	(1+1)1(111+1111)	(a+b)c(def+ghij)
154742486499957253385224191	69	0.60546875	True	False	3	111(1+1)(1+1(1+(1+1)))	abc(d+e)(f+g(h+(i+j)))
590295810358705651711	69	0.55859375	True	True	10	111(1+111(1+11))	abc(d+efg(h+ij))
648957879305436469971657806577663	71	0.61328125	True	False	3	111(11+1(1+(1+11)))	abc(de+f(g+(h+ij)))
726838724295606890588725814084399013568056387823382584169080752246511603091378769339537499843825263836454776755850794331912148057325567	71	0.58984375	True	False	1	1(111+111111)	a(bcd+efghij)
80870526019142674284543	71	0.578125	True	False	6	111(1+11(11+11))	abc(d+ef(gh+ij))
2361183241434822606847	71	0.57421875	True	True	10	111(1+111(1+(1+1)))	abc(d+efg(h+(i+j)))
8495684876635081415852031	73	0.59375	True	False	6	111(1+1(1+1)1(1+1))	abc(d+e(f+g)h(i+j))
9444732965739290427391	73	0.58984375	True	True	10	111(1+11(1+111))	abc(d+ef(g+hij))
26960358049567071833025758531567443250298050725984244036352826408959	73	0.60546875	True	False	2	11(11+(1+1)1111)	ab(cd+(e+f)ghij)
160963658725094870945037774735015935	73	0.6328125	True	False	3	111(1(1+1)+1(1+11))	abc(d(e+f)+g(h+ij))
26148604162081623827768508248553425327047642659433873407	75	0.68359375	True	False	2	11(1+1)(11+(1+1)11)	ab(c+d)(ef+(g+h)ij)
14509308173018824761113535693017171825340207250379990568234587725653786431981062979583	75	0.6484375	True	False	3	1(1+1)11(1+(1+1)(1+1))	a(b+c)de(f+(g+h)(i+j))
310703380373925437189914623	75	0.609375	True	False	5	111(1+1(11+111))	abc(d+e(fg+hij))
37778931862957161709567	75	0.60546875	True	True	10	111(1+11(1+1(1+1)))	abc(d+ef(g+h(i+j)))
3794159388039139775649832258343092045227854931886188357970241376260822527658459135	75	0.625	True	False	3	1(1+11)11(1+(1+(1+1)))	a(b+cd)ef(g+(h+(i+j)))
618970001340061247554453503	75	0.63671875	True	False	3	111(1+1)(1+(1+111))	abc(d+e)(f+(g+hij))
694034130933300847548974438038409945582346015	75	0.68359375	True	False	2	11(1+11)(1+1)(1+11)	ab(c+de)(f+g)(h+ij)
969923143031785892042409158712622479787777633803746196343865698759944845169960553643826770250511534618310377004488387951348751085723807356209321448315818336176969967796735	75	0.703125	True	False	1	(1+11)1(111+111)	(a+bc)d(efg+hij)
12849227255328229375884777228118377089745740341648061808773119	77	0.65234375	True	False	3	11(1+(1+1))1(1+1(1+1))	ab(c+(d+e))f(g+h(i+j))
197169797722190034763920395034737824517624524173820469614659608829308470991171567355628660631069748600886713940993836176643005899561552320016777147962049359850614956553585181059038595926997064629433763697250853520982430188341412495487	77	0.6796875	True	False	2	(11+111)11(1+(1+1))	(ab+cde)fg(h+(i+j))
151115727451828646838271	77	0.6171875	True	True	10	111(1+11(1+(1+11)))	abc(d+ef(g+(h+ij)))
80655906684019498947535195084993977459235252693311555581322206404803776613631130338180818599421605978600960161776404479	77	0.6953125	True	False	2	1(11+11)1(1+1(1+1))	a(bc+de)f(g+h(i+j))
26149470540879115681164205705779396176363763747319022712623783047158777047497428244827307569660265724634779181999414677969390594306037877277974345791454420369649987144060927799365837691990935104633572088142006621068210585126564503532667391	77	0.72265625	True	False	1	(11+11)1(11+111)	(ab+cd)e(fg+hij)
161592413422954466088901845849210879	77	0.6640625	True	False	3	111(11+(1+1)(1+11))	abc(de+(f+g)(h+ij))
852237354434692850946076604411069442800464181188071978582675627600102966607124845328283619305083587547871816165927450184012358121497969081467273215	77	0.69921875	True	False	1	1(1111+1(1+1)11)	a(bcde+f(g+h)ij)
2596069201709344013131632986816511	77	0.62890625	True	False	3	111(11+1(1+(1+(1+1))))	abc(de+f(g+(h+(i+j))))
604462909807314587353087	79	0.625	True	True	10	111(1+11(1+(1+(1+1))))	abc(d+ef(g+(h+(i+j))))
27065671948173673278719661179096315795064337623821672241416535801855	79	0.65625	True	False	2	11(11+(1+11)111)	ab(cd+(e+fg)hij)
2456110515232898329262984003583	79	0.63671875	True	False	5	111(1+(1+1)1(1+11))	abc(d+(e+f)g(h+ij))
1334440654591920246841024534594715647	79	0.640625	True	False	4	111(1+(111+111))	abc(d+(efg+hij))
9745314011399999080881676919010853557257205546429999094592725085275045760320341692327346897499553872697893636989425506214357244254582167620505870638049453072691242922914199280439658159905252172901677087511917234110020466869484971984823614376533985434251305624286947194896237323639173677055	79	0.66796875	False	False	0	(1111+111111)	(abcd+efghij)
9922630703988912850820307847747207167	79	0.66796875	True	False	3	111(111+(1+1)(1+1))	abc(def+(g+h)(i+j))
53328162502751641518914860506817080368269761343053320878645508992664285120853116679	81	0.703125	True	False	2	1(1+111)(1+1)1(1+1)	a(b+cde)(f+g)h(i+j)
472648397325149795160804856703318103543227234957427085296747090655629622833959842645942659231678454929875766818303248925760544510723799286701012365959936297777028731740627142519	81	0.73828125	True	False	2	(1+1)1(1+1)1(1+1)(1+1)	(a+b)c(d+e)f(g+h)(i+j)
6851389852200667118253741362198242492232794825319840911950016711919569919877982769543725195542982202682109941953489081806696625039144443719948480633821463039	81	0.66796875	True	False	2	(1+111)11(1+111)	(a+bcd)ef(g+hij)
45671925826308349275402567619133253408702595071	81	0.66796875	True	False	3	11(1+1)1(1+(1+1(1+1)))	ab(c+d)e(f+(g+h(i+j)))
118165446269633791132631110592212111389519286849308265148254780634693631	81	0.72265625	True	False	2	11(111+1(11+11))	ab(cde+f(gh+ij))
3423913227525323174502430081042878883520180111764122672559519831162879	81	0.6953125	True	False	2	11(111+11(1+(1+1)))	ab(cde+fg(h+(i+j)))
2417851639229258349412351	81	0.63671875	True	True	10	111(1+1(1+1111))	abc(d+e(f+ghij))
2174895328418580842458120191	81	0.6484375	True	False	5	111(1+1(11+1(1+1)))	abc(d+e(fg+h(i+j)))
22758184393293252237125018953707421695	83	0.69140625	True	False	3	111(1(1+1)+(11+11))	abc(d(e+f)+(gh+ij))
10384514491324974185771533707771903	83	0.65625	True	False	4	111(11+(1+1111))	abc(de+(f+ghij))
659431763164098342257831477212348415	83	0.671875	True	False	3	111(1(1+1)+1(1+(1+1)))	abc(d(e+f)+g(h+(i+j)))
331245674574408393869492223	83	0.65234375	True	True	10	111(1+1(1+(1+1)11))	abc(d+e(f+(g+h)ij))
3121796185145466392739616071127147596347614665696809604126587854327105844992936113552447286863961880492460808486064307275321535493818258011717631	85	0.71484375	True	False	1	1(111+(1+1)1111)	a(bcd+(e+f)ghij)
415642045924994715169122534575620697852018409034753900265585098294066789165258681426722096668730021637356523186140138276626630278175409975176208838574473247	85	0.68359375	True	False	2	(1+1111)11(1+11)	(a+bcde)fg(h+ij)
40119737179502782423385183613619451103287904255	85	0.7421875	True	False	2	11(1+11)(11+1(1+1))	ab(c+de)(fg+h(i+j))
27512536906199821789383722656133675187217465343478446015119359	85	0.70703125	True	False	2	11(11+11(11+11))	ab(cd+ef(gh+ij))
347262335102758488611318545776639	85	0.6796875	True	False	4	111(1+(1+1)(11+11))	abc(d+(e+f)(gh+ij))
38685626227668133590597631	85	0.6640625	True	True	10	111(1+1(1+1(1+11)))	abc(d+e(f+g(h+ij)))
797191920394108457050361117346332819707208899832201768599551	85	0.6953125	True	False	2	11(11+111(1+(1+1)))	ab(cd+efg(h+(i+j)))
154135680817623784952430591	85	0.66796875	True	False	5	111(1+1(1+1)(1+(1+1)))	abc(d+e(f+g)(h+(i+j)))
39458734280052147374304231423	87	0.6875	True	False	3	111(1+1)(11+(1+(1+1)))	abc(d+e)(fg+(h+(i+j)))
154742504910672534362390527	87	0.671875	True	True	10	111(1+1(1+1(1+(1+1))))	abc(d+e(f+g(h+(i+j))))
8376419750644501770562251508499865121300212741824487720844282343448469900276703061957815566335	87	0.74609375	True	False	2	1(1+1)1(1(1+1)+111)	a(b+c)d(e(f+g)+hij)
482356608862246453812998838900942308887897222694028073243061641252881694719	87	0.74609375	True	False	2	11((1+1)11+(1+1)11)	ab((c+d)ef+(g+h)ij)
5299930793190534301911875583	87	0.67578125	True	False	6	111(1+1(1+(11+11)))	abc(d+e(f+(gh+ij)))
1422689260341625912157806864441016319	89	0.6953125	True	False	4	111(11+(1+(1+1)11))	abc(de+(f+(g+h)ij))
2465704696930720995352453840895	89	0.6953125	True	False	4	111(1+(1+11)(1+11))	abc(d+(e+fg)(h+ij))
2311466167103170982038208511	89	0.68359375	True	False	6	111(1+1(1+(1+1)(1+1)))	abc(d+e(f+(g+h)(i+j)))
618970019642690137449562111	89	0.6796875	True	True	10	111(1+1(1+(1+111)))	abc(d+e(f+(g+hij)))
27512956720602907159400434604214798441059476993484323419001119	91	0.76953125	True	False	2	11(1+(1+11))(11+11)	ab(c+(d+ef))(gh+ij)
151407328857270607366548015284223	91	0.7109375	True	False	4	111(1+(1+1)(1+1)(1+1))	abc(d+(e+f)(g+h)(i+j))
2890925481334071212622054039015519105897372226007298921918889983	91	0.74609375	True	False	2	11(11+1(1+1)1(1+1))	ab(cd+e(f+g)h(i+j))
648967781616827238960758303694847	91	0.71875	True	False	3	111(1+(1+1))(1+(1+11))	abc(d+(e+f))(g+(h+ij))
54773094779229450799278256431972612244623018610434996341240331185554456575	91	0.734375	True	False	2	11(1111+1(1+11))	ab(cdef+g(h+ij))
40486208815327632551548523905023	91	0.69921875	True	False	4	111(1+(1+1)(1+111))	abc(d+(e+f)(g+hij))
2475880078570760549798248447	91	0.6875	True	True	10	111(1+1(1+(1+1(1+1))))	abc(d+e(f+(g+h(i+j))))
3207598986782593870493972684755717093467532789484494482571263	91	0.734375	True	False	2	11(11+11(1+111))	ab(cd+ef(g+hij))
23689907565433874039047524047646334863155352363114314658412329869933753508001702195319815951212239257206419151309027866265158728842995723020000670182985563884448567651712140665631995851402300987566673591738822648275137990885375	93	0.82421875	False	False	0	(1+1)(1111+1111)	(a+b)(cdef+ghij)
248661618089101231840374928649839435042270918363729043146772328360016931400751903670271	93	0.6953125	True	False	3	1(1+1)11(1+(1+(1+(1+1))))	a(b+c)de(f+(g+(h+(i+j))))
9903520314283042199192993791	93	0.69140625	True	True	10	111(1+1(1+(1+(1+11))))	abc(d+e(f+(g+(h+ij))))
1334440654900186886109789234854363135	93	0.7109375	True	False	4	111(1+(1(1+1)+111))	abc(d+(e(f+g)+hij))
9922630703988912850820581114916110335	93	0.73046875	True	False	3	111(1(1+1)+(1+1)(1+1))	abc(d(e+f)+(g+h)(i+j))
2969255417692040427291338357650520975853617222936166399	93	0.7890625	True	False	2	11(1+1)(11+1(1+11))	ab(c+d)(ef+g(h+ij))
662007629184361844944855935823642623	95	0.734375	True	False	3	111(11+(1+1)(1+(1+1)))	abc(de+(f+g)(h+(i+j)))
2079262682918261409015008204475463449584838245666512525903090990034090468961963606015	95	0.76171875	True	False	2	1(1+11)1(1+(1+1)11)	a(b+cd)e(f+(g+h)ij)
51520458092920414066725542400574342885094993650245971868198698701815807	95	0.79296875	True	False	2	11(111+1(1+1)(1+1))	ab(cde+f(g+h)(i+j))
3774020012675486298340760700319434302035644058326378380476098191540282333171367241367744161529527956789685980503046902747723306716138459176679698108990715900505247318015	95	0.78125	True	False	1	(1+11)1(11+1111)	(a+bc)d(ef+ghij)
166153420283637577638569548126879743	95	0.72265625	True	False	4	111(11+(1+1(1+11)))	abc(de+(f+g(h+ij)))
13776532750121575922604265916637095350226866433948556580141047121707007	95	0.765625	True	False	2	11(111+1(1+111))	ab(cde+f(g+hij))
39614081257132168796771975167	95	0.69140625	True	True	10	111(1+1(1+(1+(1+(1+1)))))	abc(d+e(f+(g+(h+(i+j)))))
162182523375630782062862251589631	97	0.73046875	True	False	4	111(1+(1+1)(1+1(1+1)))	abc(d+(e+f)(g+h(i+j)))
105726875406874270808058555468016895809919620431458579319567155199	97	0.78515625	True	False	2	11(11+1(11+111))	ab(cd+e(fg+hij))
158456325028528675187087900671	97	0.69921875	True	True	10	111(1+(1+11111))	abc(d+(e+fghij))
12849227252336535524268418954393254188508828348093665338458111	97	0.7734375	True	False	2	11(11+11(1+1(1+1)))	ab(cd+ef(g+h(i+j)))
