decimal_rep	hamming_weight	avg_sensitivity	CF	NCF	C_depth	temp_exp	expressions
14705595333139156818793515096103364297408503913135310817870961744148802027126911	21	0.41796875	True	False	4	(1+1)1111(1+(1+1))	(a+b)cdef(g+(h+i))
5192376087906286159508272029237247	23	0.46484375	True	False	2	11(111+1111)	ab(cde+fghi)
8388607	23	0.43359375	True	True	9	1111(1+1(1+(1+1)))	abcd(e+f(g+(h+i)))
287309823	23	0.44140625	True	False	5	1111(1+(11+11))	abcd(e+(fg+hi))
10548753377005165405878656362202817101855	25	0.48828125	True	False	3	1(1+11)11(1+11)	a(b+cd)ef(g+hi)
125304831	25	0.46484375	True	False	5	1111(1+(1+1)(1+1))	abcd(e+(f+g)(h+i))
33554431	25	0.45703125	True	True	9	1111(1+(1+111))	abcd(e+(f+ghi))
76843841186037759	25	0.48828125	True	False	3	111(11+(1+1)11)	abc(de+(f+g)hi)
650279603185913403713760602726968005232503	27	0.52734375	True	False	3	1(1+1)11(1+1)(1+1)	a(b+c)de(f+g)(h+i)
134217727	27	0.48046875	True	True	9	1111(1+(1+1(1+1)))	abcd(e+(f+g(h+i)))
2194761777663	27	0.50390625	True	False	3	111(1+1)(1+111)	abc(d+e)(f+ghi)
536870911	29	0.49609375	True	True	9	1111(1+(1+(1+11)))	abcd(e+(f+(g+hi)))
506381209866536959	29	0.53515625	True	False	3	111(111+1(1+1))	abc(def+g(h+i))
2147483647	31	0.50390625	True	True	9	1111(1+(1+(1+(1+1))))	abcd(e+(f+(g+(h+i))))
1766874025136433896750911497805568136923323180981774075523881651146981375	31	0.58984375	True	False	1	1(1111+1111)	a(bcde+fghi)
8725857424113663	31	0.56640625	True	False	3	111(11+1(1+11))	abc(de+f(g+hi))
5731465400311866747240212742422207904090227199	33	0.61328125	True	False	2	1(1+1)1(11+111)	a(b+c)d(ef+ghi)
8791932209151	33	0.58984375	True	False	3	111(1+1)(1+1(1+1))	abc(d+e)(f+g(h+i))
8589934591	33	0.52734375	True	True	9	111(1+11111)	abc(d+efghi)
507516727127156884569024164199278921910266065445636267372160037603417619517411615	35	0.64453125	True	False	2	(1+11)11(11+11)	(a+bc)de(fg+hi)
547599908735	35	0.60546875	True	False	3	111(1+11)(1+(1+1))	abc(d+ef)(g+(h+i))
79228162532711081675843436543	35	0.57421875	True	False	2	11(11+11111)	ab(cd+efghi)
1176821039103	35	0.56640625	True	True	9	111(1+1(1+1)11)	abc(d+e(f+g)hi)
35747867511488511	37	0.62109375	True	False	3	111(11+1(1+(1+1)))	abc(de+f(g+(h+i)))
137438953471	37	0.59765625	True	True	9	111(1+11(1+11))	abc(d+ef(g+hi))
1233723648051773439	37	0.64453125	True	False	3	111(11+(11+11))	abc(de+(fg+hi))
1417518671998416121545758263963942911	37	0.66015625	True	False	2	11(111+(1+1)11)	ab(cde+(f+g)hi)
151097280742935014416383	39	0.65234375	True	False	3	11(1+1)1(1+(1+11))	ab(c+d)e(f+(g+hi))
18829136625663	39	0.62890625	True	False	5	111(1+1(11+11))	abc(d+e(fg+hi))
549755813887	39	0.62109375	True	True	9	111(1+11(1+(1+1)))	abc(d+ef(g+(h+i)))
26959946673427741531515197488526605382048662297355296634331188953087	39	0.65234375	True	False	1	1(111+11111)	a(bcd+efghi)
506381209882853375	39	0.65234375	True	False	3	111(1(1+1)+1(1+1))	abc(d(e+f)+g(h+i))
2199023255551	41	0.64453125	True	True	9	111(1+1(1+111))	abc(d+e(f+ghi))
1978055778107391	41	0.65234375	True	False	5	111(1+(1+1)1(1+1))	abc(d+(e+f)g(h+i))
21629288371430125296337027071999	41	0.67578125	True	False	2	11(11+1(1+1)11)	ab(cd+e(f+g)hi)
143835907860987903	43	0.67578125	True	False	4	111(11+(1+111))	abc(de+(f+ghi))
537906888301871103	43	0.69921875	True	False	3	111(11+(1+1)(1+1))	abc(de+(f+g)(h+i))
8796093022207	43	0.66796875	True	True	9	111(1+1(1+1(1+1)))	abc(d+e(f+g(h+i)))
3794159388039139775444150465779676676639247619855942752513211050949006267896594431	45	0.69140625	True	False	3	(1+1)111(1+(1+(1+1)))	(a+b)cde(f+(g+(h+i)))
236167576742913077810593180316974709163789989265072886959415037535560992794437689119	45	0.76171875	True	False	2	(1+1)11(1+1)(1+11)	(a+b)cd(e+f)(g+hi)
8376419748709480714246468697655739230894547654114287141938285604789737270134627096020348109311	45	0.78515625	True	False	1	(1+1)1(111+111)	(a+b)c(def+ghi)
9426430057573441798655	45	0.72265625	True	False	2	11(1+11)(1+111)	ab(c+de)(f+ghi)
35184372088831	45	0.68359375	True	True	9	111(1+1(1+(1+11)))	abc(d+e(f+(g+hi)))
2456073038514043531822297513983	47	0.75390625	True	False	2	11(11+11(1+11))	ab(cd+ef(g+hi))
3121748551042830955846434448392195761173861469553377210925551749450926617608515916953419850934372115559970022585814835838873106672153737178382335	47	0.77734375	False	False	0	(1111+11111)	(abcd+efghi)
8759946577444863	47	0.71484375	True	False	4	111(1+(1+1)(1+11))	abc(d+(e+f)(g+hi))
140737488355327	47	0.69140625	True	True	9	111(1+1(1+(1+(1+1))))	abc(d+e(f+(g+(h+i))))
562949953421311	49	0.70703125	True	True	9	111(1+(1+1111))	abc(d+(e+fghi))
797191920394108457050361117346332819707190488835995570471039	49	0.79296875	True	False	2	1(11+11)1(1+(1+1))	a(bc+de)f(g+(h+i))
27512536906199821789383722656133675187217448130458020357280031	49	0.84765625	True	False	1	1(11+11)(11+11)	a(bc+de)(fg+hi)
506382279195492351	49	0.73046875	True	False	4	111(1+(11+1(1+1)))	abc(d+(ef+g(h+i)))
35887507618889599	49	0.73828125	True	False	3	111(1+(1+1))(1+(1+1))	abc(d+(e+f))(g+(h+i))
2174895310478219043766994943	51	0.82421875	True	False	2	11(1+1)(11+1(1+1))	ab(c+d)(ef+g(h+i))
77124143618719743	51	0.73046875	True	True	9	111(1+(1+(1+1)11))	abc(d+(e+(f+g)hi))
15176984928424271050362872576073732770280551310224868694560352966671871106279931903	51	0.75390625	True	False	2	(1+1)11(1+1111)	(a+b)cd(e+fghi)
160963658725094870944756432904388607	51	0.80078125	True	False	2	11(111+1(1+11))	ab(cde+f(g+hi))
7360065441845773438103648914367763269299284807177995981171246353088511	53	0.84765625	True	False	1	1(111+1(1+1)11)	a(bcd+e(f+g)hi)
347257036380872670966401235681279	53	0.83203125	True	False	2	11(11+1(11+11))	ab(cd+e(fg+hi))
35887509774794751	53	0.75390625	True	False	4	111(1+(1+1)(1+(1+1)))	abc(d+(e+f)(g+(h+i)))
9007199254740991	53	0.74609375	True	True	9	111(1+(1+1(1+11)))	abc(d+(e+f(g+hi)))
5192376087906286159789742710849535	53	0.78515625	True	False	2	11(1(1+1)+1111)	ab(c(d+e)+fghi)
10061976641654307372290950561791	53	0.80859375	True	False	2	11(11+11(1+(1+1)))	ab(cd+ef(g+(h+i)))
66215598128965232886538613565265525650242246758916672808671763374621560799329000758009800068956191	55	0.83984375	True	False	2	(1+1(1+1))11(1+11)	(a+b(c+d))ef(g+hi)
1950316612343586093784329375077261987700450317197367979394846085202886758924411798015	55	0.87890625	True	False	1	(1+11)1(11+111)	(a+bc)d(ef+ghi)
36028797018963967	55	0.75390625	True	True	9	111(1+(1+1(1+(1+1))))	abc(d+(e+f(g+(h+i))))
1233986297899515903	55	0.76171875	True	False	5	111(1+(1+(11+11)))	abc(d+(e+(fg+hi)))
95782432850356534670201594315450188515514896097607679	57	0.86328125	True	False	1	1(1+1)(11+1111)	a(b+c)(de+fghi)
2079262682918261408902291148576062571083903620497123439519108753684418028466458460159	57	0.83984375	True	False	2	(1+1)11(1+(1+1)11)	(a+b)cd(e+(f+g)hi)
144115188075855871	57	0.76171875	True	True	9	111(1+(1+(1+111)))	abc(d+(e+(f+ghi)))
538180155470774271	57	0.76953125	True	False	5	111(1+(1+(1+1)(1+1)))	abc(d+(e+(f+g)(h+i)))
9187201950444158975	59	0.76953125	True	True	9	111(1(1+1)+(1+(1+1)))	abc(d(e+f)+(g+(h+i)))
36488609482602621374913323355602943	59	0.88671875	True	False	2	11(11+(1+1)1(1+1))	ab(cd+(e+f)g(h+i))
40485591054215362734165562753023	59	0.86328125	True	False	2	11(11+1(1+111))	ab(cd+e(f+ghi))
1766874025136433896750911497827868201557119962247591755973441630872141823	61	0.91015625	True	False	1	1((1+1)11+1111)	a((b+c)de+fghi)
9223231297218936831	61	0.76953125	True	True	9	111(11+(1+(1+(1+1))))	abc(de+(f+(g+(h+i))))
6405859422079010264769715593311368439179943083970847	63	0.99609375	True	False	1	1(1+1)(1+1)(11+11)	a(b+c)(d+e)(fg+hi)
242833495736126896548737314781954854643106625117603387535503191281129167873946681343	63	0.90234375	True	False	2	(1+1)11(1+1(1+11))	(a+b)cd(e+f(g+hi))
507516727245322330811145418425710210713094454179021879034250855854938023551570207	63	0.94140625	True	False	1	(1+111)1(11+11)	(a+bcd)e(fg+hi)
1417518671998416121546038566396624895	63	0.90234375	True	False	2	11(1(1+1)+(1+1)11)	ab(c(d+e)+(f+g)hi)
2890925482007167253196438708933632968763796023491136548164273927	63	0.92578125	True	False	2	1(1+(1+1))(1+1)1(1+1)	a(b+(c+d))(e+f)g(h+i)
20134425166357578878566078866528971706558772616660752953748212312820035505461527818878742381437729553284704559490400767	63	0.87109375	True	False	2	(1+(1+1))11(1+111)	(a+(b+c))de(f+ghi)
9223372036854775807	63	0.76171875	True	True	9	111(1+(1+(1+(1+(1+1)))))	abc(d+(e+(f+(g+(h+i)))))
659431763164098342257550547704872959	65	0.88671875	True	False	2	11(111+1(1+(1+1)))	ab(cde+f(g+(h+i)))
36893488147419103231	65	0.77734375	True	True	9	11(1+111111)	ab(c+defghi)
22758184393293252237124756303859679231	65	0.94140625	True	False	2	11(111+(11+11))	ab(cde+(fg+hi))
151099586304469788205055	65	0.91796875	True	False	2	11(1+11)(1+(1+11))	ab(c+de)(f+(g+hi))
162180048704459584181664011517951	65	0.91796875	True	False	2	11(11+1(1+1(1+1)))	ab(cd+e(f+g(h+i)))
6277101735386680764176071790128604879602623540043221827583	67	0.82421875	True	False	1	1(11+111111)	a(bc+defghi)
79229371476977440370137759743	67	0.81640625	True	True	9	11(1+(1+1)1111)	ab(c+(d+e)fghi)
835758346876259987476971122144324766843508531218014195664138008526847	67	0.98828125	True	False	1	1(111+11(1+11))	a(bcd+ef(g+hi))
971334330320775298143535529840774444636150061301214647826520273887392517530480279551	69	0.94140625	True	False	2	(1+1)11(1+1(1+(1+1)))	(a+b)cd(e+f(g+(h+i)))
5299930775977776522094182399	69	0.96484375	True	False	2	11(1+1)(1+(11+11))	ab(c+d)(e+(fg+hi))
601236075324551449031495233091339197010300287187501510177737630674491919692251911619534185203826991566946435071	69	1.03515625	False	False	0	(1+1)(111+1111)	(a+b)(cde+fghi)
79538861209165268308507754495	69	0.84765625	True	True	9	11(1+(1+11)111)	ab(c+(d+ef)ghi)
726838724295606890588725814084399013568056387823382584169080752246511603091378769339537499843825263836454776755850794331912148057325567	71	0.90234375	False	False	0	(111+111111)	(abc+defghi)
648957879305436469971657806577663	71	0.94921875	True	False	2	11(11+1(1+(1+11)))	ab(cd+e(f+(g+hi)))
2361183241434822606847	71	0.87109375	True	True	9	11(1+111(1+(1+1)))	ab(c+def(g+(h+i)))
80870526019142674284543	71	0.87890625	True	False	5	11(1+11(11+11))	ab(c+de(fg+hi))
8495684876635081415852031	73	0.90234375	True	False	5	11(1+1(1+1)1(1+1))	ab(c+d(e+f)g(h+i))
9444732965739290427391	73	0.89453125	True	True	9	11(1+11(1+111))	ab(c+de(f+ghi))
26960358049567071833025758531567443250298050725984244036352826408959	73	0.92578125	True	False	1	1(11+(1+1)1111)	a(bc+(d+e)fghi)
160963658725094870945037774735015935	73	0.98046875	True	False	2	11(1(1+1)+1(1+11))	ab(c(d+e)+f(g+hi))
66216608498809730036698570672870900008718740833307965993290401043166067100307284974209222018269215	75	1.07421875	True	False	1	(1+1)(1+11)1(1+11)	(a+b)(c+de)f(g+hi)
8897908915951837779492140595228199038164372543301852059184882134721449585584193128870068748287	75	1.07421875	True	False	1	(1+1)1(11+(1+1)11)	(a+b)c(de+(f+g)hi)
11417981201365312128146794293417299723067326463	75	0.98046875	True	False	2	1(1+1)1(1+(1+111))	a(b+c)d(e+(f+ghi))
2311466149194607059629768703	75	1.00390625	True	False	2	11(1+1)(1+(1+1)(1+1))	ab(c+d)(e+(f+g)(h+i))
37778931862957161709567	75	0.91796875	True	True	9	11(1+11(1+1(1+1)))	ab(c+de(f+g(h+i)))
8376419748709480714700555322115804336718756612030421654620071560750159263197991441183054823935	75	1.11328125	False	False	0	(1+11)(111+111)	(a+bc)(def+ghi)
3794159388039139775649832258343092045227854931886188357970241376260822527658459135	75	0.95703125	True	False	2	(1+11)11(1+(1+(1+1)))	(a+bc)de(f+(g+(h+i)))
310703380373925437189914623	75	0.92578125	True	False	4	11(1+1(11+111))	ab(c+d(ef+ghi))
162182523375612911506857800959999	77	1.00390625	True	False	2	11(1+(1+1))(1+1(1+1))	ab(c+(d+e))(f+g(h+i))
2596069201709344013131632986816511	77	0.95703125	True	False	2	11(11+1(1+(1+(1+1))))	ab(cd+e(f+(g+(h+i))))
12849227252336535524268418954393254188508810477537660887828479	77	1.08984375	True	False	1	1(11+11)(1+1(1+1))	a(bc+de)(f+g(h+i))
663658353093501865120448701794265225091339101116221236734405378708546396139051545321572285894162070043941545704603091272191	77	1.14453125	False	False	0	(11+11)(11+111)	(ab+cd)(ef+ghi)
852237354434692850946076604411069442800464181188071978582675627600102966607124845328283619305083587547871816165927450184012358121497969081467273215	77	1.09765625	False	False	0	(1111+1(1+1)11)	(abcd+e(f+g)hi)
151115727451828646838271	77	0.93359375	True	True	9	11(1+11(1+(1+11)))	ab(c+de(f+(g+hi)))
161592413422954466088901845849210879	77	1.02734375	True	False	2	11(11+(1+1)(1+11))	ab(cd+(e+f)(g+hi))
105726875431490727260553571348123507794705475185192065698789130751	77	1.05859375	True	False	1	1(1+(1+1))(11+111)	a(b+(c+d))(ef+ghi)
1334440654591920246841024534594715647	79	0.97265625	True	False	3	11(1+(111+111))	ab(c+(def+ghi))
2456110515232898329262984003583	79	0.96484375	True	False	4	11(1+(1+1)1(1+11))	ab(c+(d+e)f(g+hi))
604462909807314587353087	79	0.94140625	True	True	9	11(1+11(1+(1+(1+1))))	ab(c+de(f+(g+(h+i))))
9922630703988912850820307847747207167	79	1.02734375	True	False	2	11(111+(1+1)(1+1))	ab(cde+(f+g)(h+i))
27065671948173673278719661179096315795064337623821672241416535801855	79	1.00390625	True	False	1	1(11+(1+11)111)	a(bc+(d+ef)ghi)
45671925826308349275402567619133253408702595071	81	1.01953125	True	False	2	1(1+1)1(1+(1+1(1+1)))	a(b+c)d(e+(f+g(h+i)))
118165446269633791132631110592212111389519286849308265148254780634693631	81	1.12890625	True	False	1	1(111+1(11+11))	a(bcd+e(fg+hi))
2417851639229258349412351	81	0.95703125	True	True	9	11(1+1(1+1111))	ab(c+d(e+fghi))
2792972246313709472045385922614196917014116183770999	81	1.16015625	True	False	1	1(1+1)(1+1)(1+1)(1+1)	a(b+c)(d+e)(f+g)(h+i)
3423913227525323174502430081042878883520180111764122672559519831162879	81	1.07421875	True	False	1	1(111+11(1+(1+1)))	a(bcd+ef(g+(h+i)))
53328162502751641518914860506817080368269761343053320878645508992664285120853116679	81	1.08984375	True	False	1	(1+111)(1+1)1(1+1)	(a+bcd)(e+f)g(h+i)
2174895328418580842458120191	81	0.98046875	True	False	4	11(1+1(11+1(1+1)))	ab(c+d(ef+g(h+i)))
173886942800780474942011933124640462799359	81	1.01953125	True	False	1	1(1+111)(1+111)	a(b+cde)(f+ghi)
659431763164098342257831477212348415	83	1.01953125	True	False	2	11(1(1+1)+1(1+(1+1)))	ab(c(d+e)+f(g+(h+i)))
5192376089115193532097348222582783	83	0.98828125	True	False	3	11(1+(11+1111))	ab(c+(de+fghi))
22758184393293252237125018953707421695	83	1.05859375	True	False	2	11(1(1+1)+(11+11))	ab(c(d+e)+(fg+hi))
331245674574408393869492223	83	0.98046875	True	True	9	11(1+1(1+(1+1)11))	ab(c+d(e+(f+g)hi))
40119737179502782423385183613619451103287904255	85	1.15234375	True	False	1	1(1+11)(11+1(1+1))	a(b+cd)(ef+g(h+i))
38685626227668133590597631	85	0.99609375	True	True	9	11(1+1(1+1(1+11)))	ab(c+d(e+f(g+hi)))
797191920394108457050361117346332819707208899832201768599551	85	1.05859375	True	False	1	1(11+111(1+(1+1)))	a(bc+def(g+(h+i)))
154135680817623784952430591	85	1.00390625	True	False	4	11(1+1(1+1)(1+(1+1)))	ab(c+d(e+f)(g+(h+i)))
347262335102758488611318545776639	85	1.02734375	True	False	3	11(1+(1+1)(11+11))	ab(c+(d+e)(fg+hi))
3121796185145466392739616071127147596347614665696809604126587854327105844992936113552447286863961880492460808486064307275321535493818258011717631	85	1.09765625	False	False	0	(111+(1+1)1111)	(abc+(d+e)fghi)
15176984928424271051185618577632600404677272065714120739387722630325701758559584255	85	1.03515625	True	False	1	(1+11)1(1+1111)	(a+bc)d(e+fghi)
27512536906199821789383722656133675187217465343478446015119359	85	1.08203125	True	False	1	1(11+11(11+11))	a(bc+de(fg+hi))
182687704326080497864425660921997068151243669503	87	1.03515625	True	False	2	1(1+1)1(1+(1+(1+11)))	a(b+c)d(e+(f+(g+hi)))
482356608862246453812998838900942308887897222694028073243061641252881694719	87	1.15234375	True	False	1	1((1+1)11+(1+1)11)	a((b+c)de+(f+g)hi)
58634938240966187837828747789811176552654770286300993969859439414429331421875708194448724133887	87	1.15234375	True	False	1	(1+1)1(111+1(1+1))	(a+b)c(def+g(h+i))
5299930793190534301911875583	87	1.01171875	True	False	5	11(1+1(1+(11+11)))	ab(c+d(e+(fg+hi)))
154742504910672534362390527	87	1.00390625	True	True	9	11(1+1(1+1(1+(1+1))))	ab(c+d(e+f(g+(h+i))))
618970019642690137449562111	89	1.01171875	True	True	9	11(1+1(1+(1+111)))	ab(c+d(e+(f+ghi)))
2465704696930720995352453840895	89	1.04296875	True	False	3	11(1+(1+11)(1+11))	ab(c+(d+ef)(g+hi))
2311466167103170982038208511	89	1.01953125	True	False	5	11(1+1(1+(1+1)(1+1)))	ab(c+d(e+(f+g)(h+i)))
1422689260341625912157806864441016319	89	1.04296875	True	False	3	11(11+(1+(1+1)11))	ab(cd+(e+(f+g)hi))
27512956720602907159400434604214798441059476993484323419001119	91	1.18359375	True	False	1	1(1+(1+11))(11+11)	a(b+(c+de))(fg+hi)
648967781616827238960758303694847	91	1.08203125	True	False	2	11(1+(1+1))(1+(1+11))	ab(c+(d+e))(f+(g+hi))
151407328857270607366548015284223	91	1.06640625	True	False	3	11(1+(1+1)(1+1)(1+1))	ab(c+(d+e)(f+g)(h+i))
40486208815327632551548523905023	91	1.04296875	True	False	3	11(1+(1+1)(1+111))	ab(c+(d+e)(f+ghi))
2475880078570760549798248447	91	1.01953125	True	True	9	11(1+1(1+(1+1(1+1))))	ab(c+d(e+(f+g(h+i))))
3207598986782593870493972684755717093467532789484494482571263	91	1.11328125	True	False	1	1(11+11(1+111))	a(bc+de(f+ghi))
2890925481334071212622054039015519105897372226007298921918889983	91	1.13671875	True	False	1	1(11+1(1+1)1(1+1))	a(bc+d(e+f)g(h+i))
54773094779229450799278256431972612244623018610434996341240331185554456575	91	1.11328125	True	False	1	1(1111+1(1+11))	a(bcde+f(g+hi))
9903520314283042199192993791	93	1.01953125	True	True	9	11(1+1(1+(1+(1+11))))	ab(c+d(e+(f+(g+hi))))
39614081247908796757769715711	93	1.02734375	True	False	2	11(1+1)(1+(1+(1+(1+1))))	ab(c+d)(e+(f+(g+(h+i))))
2969255417692040427291338357650520975853617222936166399	93	1.21484375	True	False	1	1(1+1)(11+1(1+11))	a(b+c)(de+f(g+hi))
2653304180920112227509006287121678335	93	1.05859375	True	False	3	11(1(1+1)+(1+111))	ab(c(d+e)+(f+ghi))
9922630703988912850820581114916110335	93	1.09765625	True	False	2	11(1(1+1)+(1+1)(1+1))	ab(c(d+e)+(f+g)(h+i))
662007629184361844944855935823642623	95	1.09765625	True	False	2	11(11+(1+1)(1+(1+1)))	ab(cd+(e+f)(g+(h+i)))
6110403845537713080183949255488850481034428415	95	1.15234375	True	False	1	1(1+11)(1+(1+1)11)	a(b+cd)(e+(f+g)hi)
39614081257132168796771975167	95	1.01171875	True	True	9	11(1+1(1+(1+(1+(1+1)))))	ab(c+d(e+(f+(g+(h+i)))))
13776532750121575922604265916637095350226866433948556580141047121707007	95	1.16015625	True	False	1	1(111+1(1+111))	a(bcd+e(f+ghi))
166153420283637577638569548126879743	95	1.07421875	True	False	3	11(11+(1+1(1+11)))	ab(cd+(e+f(g+hi)))
32593072959765172097128431472708867455615069760046810343623473196023182466882529315986210815	95	1.19140625	False	False	0	(1+11)(11+1111)	(a+bc)(de+fghi)
12416430400393819790080855718538416635307893469709279220235885356345458687	95	1.21484375	True	False	1	1(111+(1+1)1(1+1))	a(bcd+(e+f)g(h+i))
158456325028528675187087900671	97	1.01953125	True	True	9	11(1+(1+11111))	ab(c+(d+efghi))
162182523375630782062862251589631	97	1.08203125	True	False	3	11(1+(1+1)(1+1(1+1)))	ab(c+(d+e)(f+g(h+i)))
12849227252336535524268418954393254188508828348093665338458111	97	1.16796875	True	False	1	1(11+11(1+1(1+1)))	a(bc+de(f+g(h+i)))
105726875406874270808058555468016895809919620431458579319567155199	97	1.19140625	True	False	1	1(11+1(11+111))	a(bc+d(ef+ghi))
21708516528908428500631042392063	99	1.04296875	True	True	9	11(1+(1+1(1+1)11))	ab(c+(d+e(f+g)hi))
3133990701490851657069475481988625806434580351837937546377772249913660630511476834296435835760541663229369541082351844503913218076481953753726975	99	1.23828125	False	False	0	(111+(1+11)111)	(abc+(d+ef)ghi)
10101435371239699321893081317375	99	1.08203125	True	False	3	11(1+(1+11)(1+(1+1)))	ab(c+(d+ef)(g+(h+i)))
2923003274321523469644887526979273363002065158143	99	1.06640625	True	False	1	1(1+1)(1+11111)	a(b+c)(d+efghi)
4372365463548123603830469095689926892593177450517814337515293384651235971003117411988451465390721023	99	1.25390625	True	False	1	(1+1)(1+1)1(1+1(1+1))	(a+b)(c+d)e(f+g(h+i))
237026406723973262872556393227795756634657619827619846311455966674665328361867263	99	1.16796875	True	False	1	(1+111)1(1+1(1+1))	(a+bcd)e(f+g(h+i))
1950316612797679565965121061781720976688584858676412181457465930444857627054367113727	99	1.23828125	False	False	0	(1+111)(11+111)	(a+bcd)(ef+ghi)
35976991418982881785942549287776065023311988180137290215896850512868065820550014846116678551202399584767	99	1.32421875	False	False	0	(1+1)(1+1)(11+111)	(a+b)(c+d)(ef+ghi)
2535301200456458802993406410751	101	1.05859375	True	True	9	11(1+(1+11(1+11)))	ab(c+(d+ef(g+hi)))
659431763165304925304919948255035391	101	1.08203125	True	False	3	11(1+(11+1(1+(1+1))))	ab(c+(de+f(g+(h+i))))
22763029353888452585191134839858790399	101	1.10546875	True	False	3	11(11+(1+(11+11)))	ab(cd+(e+(fg+hi)))
26959946673427741531515197488526605382127890459851114227842433417215	101	1.09765625	True	False	1	1(1(1+1)+11111)	a(b(c+d)+efghi)
10141204801825835211973625643007	103	1.06640625	True	True	9	11(1+(1+11(1+(1+1))))	ab(c+(d+ef(g+(h+i))))
51415740314552302139366204032943402568674010582530348762005503	103	1.19921875	True	False	1	1(11+11(1+(1+11)))	a(bc+de(f+(g+hi)))
9341084582444398143840454231631855615	103	1.09765625	True	False	3	11(1+(1(1+1)+1(1+1)))	ab(c+(d(e+f)+g(h+i)))
347336264462534856010096678273023	103	1.07421875	True	False	5	11(1+(1+1(11+11)))	ab(c+(d+e(fg+hi)))
648967781616843380108117162328063	103	1.09765625	True	False	3	11(1+(1+1)(1+(1+11)))	ab(c+(d+e)(f+(g+hi)))
3423965472295030286977626956501879171589081481699910088982131495600255	105	1.10546875	True	False	2	1(1+(1+(1+1)))1(1+(1+1))	a(b+(c+(d+e)))f(g+(h+i))
713623506236766439874317098988709680257171455	105	1.23046875	True	False	1	1(1+11)(1+1(1+11))	a(b+cd)(e+f(g+hi))
12802669991746026407012799996706088861668239532603604713298927391	105	1.26953125	True	False	1	1(1+(1+1))(1+1)(1+11)	a(b+(c+d))(e+f)(g+hi)
40564819207303340847894502572031	105	1.07421875	True	True	9	11(1+(1+1(1+111)))	ab(c+(d+e(f+ghi)))
36488688702269469207381853415145471	105	1.08203125	True	False	5	11(1+(1+(1+1)1(1+1)))	ab(c+(d+(e+f)g(h+i)))
3185734129329381529119546103128929161751883761271008363805407033731092551019537556918067672905827169888501197331032349141729256730538283295	105	1.22265625	True	False	1	(1+(1+(1+1)))1(11+11)	(a+(b+(c+d)))e(fg+hi)
9362174033880098282285478556748166281877878744270606933825542831361189422601510646514807100195934495	105	1.38671875	False	False	0	(1+1)(1+11)(11+11)	(a+b)(c+de)(fg+hi)
136266566776165747861337419796805339202916748859248331711242377810387042770205702336020479	105	1.15234375	True	False	1	(1+1)1(1+1(1+1)11)	(a+b)c(d+e(f+g)hi)
2850347938414154676930451562189895105940976327790314743222008924433256517383506697159612567882199537835798275296766687190441653240319	105	1.32421875	False	False	0	(1+(1+1))(111+111)	(a+(b+c))(def+ghi)
9173994466096273083358840136307150664456220318819327454032209220361335505957856818010721002919742039654399	105	1.17578125	False	False	0	(1+1)(11+11111)	(a+b)(cd+efghi)
162259276829213363391578010288127	107	1.08203125	True	True	9	11(1+(1+1(1+1(1+1))))	ab(c+(d+e(f+g(h+i))))
9922630703990086524374090729666904063	107	1.11328125	True	False	3	11(1+(11+(1+1)(1+1)))	ab(c+(de+(f+g)(h+i)))
