decimal_rep	hamming_weight	avg_sensitivity	CF	NCF	C_depth	temp_exp	expressions
137438953471	37	1.234375	True	True	7	1(1+11(1+11))	a(b+cd(e+fg))
35747867511488511	37	1.328125	True	False	1	1(11+1(1+(1+1)))	a(bc+d(e+(f+g)))
1233723648051773439	37	1.421875	True	False	1	1(11+(11+11))	a(bc+(de+fg))
18829136625663	39	1.296875	True	False	3	1(1+1(11+11))	a(b+c(de+fg))
549755813887	39	1.265625	True	True	7	1(1+11(1+(1+1)))	a(b+cd(e+(f+g)))
506381209882853375	39	1.390625	True	False	1	1(1(1+1)+1(1+1))	a(b(c+d)+e(f+g))
564304348090236238067583	39	1.390625	True	False	1	(1+1)1(11+(1+1))	(a+b)c(de+(f+g))
2199023255551	41	1.296875	True	True	7	1(1+1(1+111))	a(b+c(d+efg))
554597137728977571705134252031	41	1.421875	False	False	0	(11+111(1+1))	(ab+cde(f+g))
8211977469951	41	1.328125	True	False	3	1(1+1(1+1)(1+1))	a(b+c(d+e)(f+g))
8796093022207	43	1.328125	True	True	7	1(1+1(1+1(1+1)))	a(b+c(d+e(f+g)))
537906888301871103	43	1.453125	True	False	1	1(11+(1+1)(1+1))	a(bc+(d+e)(f+g))
72341268037894143	43	1.359375	True	False	2	1(1+(11+111))	a(b+(cd+efg))
9426430057573441798655	45	1.484375	False	False	0	(1+11)(1+111)	(a+bc)(d+efg)
604444463203974071222271	45	1.359375	True	False	1	(1+1)1(1+(1+(1+1)))	(a+b)c(d+(e+(f+g)))
35252265831747254945655	45	1.640625	False	False	0	(1+11)(1+1)(1+1)	(a+bc)(d+e)(f+g)
131391639519231	45	1.328125	True	True	7	1(1+1(11+(1+1)))	a(b+c(de+(f+g)))
140737488355327	47	1.296875	True	True	7	1(1+1(1+(1+(1+1))))	a(b+c(d+(e+(f+g))))
8759946577444863	47	1.390625	True	False	2	1(1+(1+1)(1+11))	a(b+(c+d)(e+fg))
2456073038514043531822297513983	47	1.546875	False	False	0	(11+11(1+11))	(ab+cd(e+fg))
347262335102741275590892887937311	49	1.640625	False	False	0	(1+(1+1))(11+11)	(a+(b+c))(de+fg)
35887507618889599	49	1.421875	True	False	1	1(1+(1+1))(1+(1+1))	a(b+(c+d))(e+(f+g))
562949953421311	49	1.296875	True	True	7	1(1+(1+1111))	a(b+(c+defg))
2242545357995114495	49	1.390625	True	False	2	1(1(1+1)+(1+11))	a(b(c+d)+(e+fg))
2251799813685247	51	1.328125	True	True	7	1(1+(1+11(1+1)))	a(b+(c+de(f+g)))
2174895310478219043766994943	51	1.703125	False	False	0	(1+1)(11+1(1+1))	(a+b)(cd+e(f+g))
2417833193048130298445823	51	1.421875	False	False	0	(1+1)(1+1111)	(a+b)(c+defg)
160963658725094870944756432904388607	51	1.609375	False	False	0	(111+1(1+11))	(abc+d(e+fg))
35887509774794751	53	1.359375	True	False	2	1(1+(1+1)(1+(1+1)))	a(b+(c+d)(e+(f+g)))
347257036380872670966401235681279	53	1.671875	False	False	0	(11+1(11+11))	(ab+c(de+fg))
5192376087906286159789742710849535	53	1.484375	False	False	0	(1(1+1)+1111)	(a(b+c)+defg)
9007199254740991	53	1.328125	True	True	7	1(1+(1+1(1+11)))	a(b+(c+d(e+fg)))
10061976641654307372290950561791	53	1.578125	False	False	0	(11+11(1+(1+1)))	(ab+cd(e+(f+g)))
8610732401905106943	55	1.328125	True	False	3	1(11+(11+(1+1)))	a(bc+(de+(f+g)))
37761061306952711079935	55	1.640625	False	False	0	(1+11)(1+1(1+1))	(a+bc)(d+e(f+g))
36028797018963967	55	1.296875	True	True	7	1(1+(1+1(1+(1+1))))	a(b+(c+d(e+(f+g))))
9671388112424755207340031	57	1.578125	False	False	0	(1+1)(1+11(1+1))	(a+b)(c+de(f+g))
538180155470774271	57	1.296875	True	False	3	1(1+(1+(1+1)(1+1)))	a(b+(c+(d+e)(f+g)))
144115188075855871	57	1.265625	True	True	7	1(1+(1+(1+111)))	a(b+(c+(d+efg)))
9187201950444158975	59	1.234375	True	True	7	1(1(1+1)+(1+(1+1)))	a(b(c+d)+(e+(f+g)))
40485591054215362734165562753023	59	1.609375	False	False	0	(11+1(1+111))	(ab+c(d+efg))
151405018600010877074333419700223	59	1.703125	False	False	0	(11+1(1+1)(1+1))	(ab+c(d+e)(f+g))
2305843009213693951	61	1.171875	True	True	7	1(1+(1+(1+(1+11))))	a(b+(c+(d+(e+fg))))
9223372036854775807	63	1.078125	True	True	7	1(1+(1+(1+(1+(1+1)))))	a(b+(c+(d+(e+(f+g)))))
151407328857252698529362607540087	63	1.734375	False	False	0	(1+(1+1))(1+1)(1+1)	(a+(b+c))(d+e)(f+g)
36346632615344003116839349115682815	63	1.640625	False	False	0	(1(1+1)+11(1+1))	(a(b+c)+de(f+g))
38685607789931254842916863	63	1.640625	False	False	0	(1+1)(1+1(1+11))	(a+b)(c+d(e+fg))
40486208815309329643382675276287	63	1.515625	False	False	0	(1+(1+1))(1+111)	(a+(b+c))(d+efg)
659431763164098342257550547704872959	65	1.515625	False	False	0	(111+1(1+(1+1)))	(abc+d(e+(f+g)))
564312958691250798557055	65	1.640625	False	False	0	(1+11)(11+(1+1))	(a+bc)(de+(f+g))
22758184393293252237124756303859679231	65	1.734375	False	False	0	(111+(11+11))	(abc+(de+fg))
36893488147419103231	65	1.078125	True	True	7	(1+111111)	(a+bcdefg)
162180048704459584181664011517951	65	1.640625	False	False	0	(11+1(1+1(1+1)))	(ab+c(d+e(f+g)))
79229371476977440370137759743	67	1.171875	True	True	7	(1+(1+1)1111)	(a+(b+c)defg)
154742486499957253385224191	69	1.609375	False	False	0	(1+1)(1+1(1+(1+1)))	(a+b)(c+d(e+(f+g)))
5299930775977776522094182399	69	1.703125	False	False	0	(1+1)(1+(11+11))	(a+b)(c+(de+fg))
590295810358705651711	69	1.234375	True	True	7	(1+111(1+11))	(a+bcd(e+fg))
80870526019142674284543	71	1.296875	True	False	3	(1+11(11+11))	(a+bc(de+fg))
2423668720038164699414343517732863	71	1.578125	False	False	0	(11+1(11+(1+1)))	(ab+c(de+(f+g)))
2361183241434822606847	71	1.265625	True	True	7	(1+111(1+(1+1)))	(a+bcd(e+(f+g)))
35270174668932662689791	73	1.328125	True	False	3	(1+11(1+1)(1+1))	(a+bc(d+e)(f+g))
9444732965739290427391	73	1.296875	True	True	7	(1+11(1+111))	(a+bc(d+efg))
160963658725094870945037774735015935	73	1.640625	False	False	0	(1(1+1)+1(1+11))	(a(b+c)+d(e+fg))
2311466149194607059629768703	75	1.671875	False	False	0	(1+1)(1+(1+1)(1+1))	(a+b)(c+(d+e)(f+g))
604453686294538096705535	75	1.484375	False	False	0	(1+11)(1+(1+(1+1)))	(a+bc)(d+(e+(f+g)))
618970001340061247554453503	75	1.578125	False	False	0	(1+1)(1+(1+111))	(a+b)(c+(d+efg))
37778931862957161709567	75	1.328125	True	True	7	(1+11(1+1(1+1)))	(a+bc(d+e(f+g)))
310703380373925437189914623	75	1.359375	True	False	2	(1+1(11+111))	(a+b(cd+efg))
2596069201709344013131632986816511	77	1.421875	False	False	0	(11+1(1+(1+(1+1))))	(ab+c(d+(e+(f+g))))
162182523375612911506857800959999	77	1.609375	False	False	0	(1+(1+1))(1+1(1+1))	(a+(b+c))(d+e(f+g))
161592413422954466088901845849210879	77	1.703125	False	False	0	(11+(1+1)(1+11))	(ab+(c+d)(e+fg))
564322794702922603036671	77	1.328125	True	True	7	(1+11(11+(1+1)))	(a+bc(de+(f+g)))
2456110515232898329262984003583	79	1.390625	True	False	2	(1+(1+1)1(1+11))	(a+(b+c)d(e+fg))
9922630703988912850820307847747207167	79	1.640625	False	False	0	(111+(1+1)(1+1))	(abc+(d+e)(f+g))
2653304180920112227508727006906810367	79	1.421875	True	False	1	(111+(1+111))	(abc+(d+efg))
604462909807314587353087	79	1.296875	True	True	7	(1+11(1+(1+(1+1))))	(a+bc(d+(e+(f+g))))
2417851639229258349412351	81	1.296875	True	True	7	(1+1(1+1111))	(a+b(c+defg))
2475880060700477224231370751	81	1.546875	False	False	0	(1+1)(1+(1+1(1+1)))	(a+b)(c+(d+e(f+g)))
2174895328418580842458120191	81	1.390625	True	False	2	(1+1(11+1(1+1)))	(a+b(cd+e(f+g)))
22758184393293252237125018953707421695	83	1.640625	False	False	0	(1(1+1)+(11+11))	(a(b+c)+(de+fg))
10384514491324974185771533707771903	83	1.359375	True	False	1	(11+(1+1111))	(ab+(c+defg))
659431763164098342257831477212348415	83	1.484375	False	False	0	(1(1+1)+1(1+(1+1)))	(a(b+c)+d(e+(f+g)))
9671406556917033397649407	83	1.328125	True	True	7	(1+1(1+11(1+1)))	(a+b(c+de(f+g)))
38685626227668133590597631	85	1.328125	True	True	7	(1+1(1+1(1+11)))	(a+b(c+d(e+fg)))
347262335102758488611318545776639	85	1.453125	True	False	1	(1+(1+1)(11+11))	(a+(b+c)(de+fg))
154135680817623784952430591	85	1.359375	True	False	2	(1+1(1+1)(1+(1+1)))	(a+b(c+d)(e+(f+g)))
154742504910672534362390527	87	1.296875	True	True	7	(1+1(1+1(1+(1+1))))	(a+b(c+d(e+(f+g))))
9903520298142141130939039743	87	1.421875	False	False	0	(1+1)(1+(1+(1+11)))	(a+b)(c+(d+(e+fg)))
5299930793190534301911875583	87	1.328125	True	False	3	(1+1(1+(11+11)))	(a+b(c+(de+fg)))
36346632616552799806993662509842431	89	1.390625	True	False	1	(1+(11+11(1+1)))	(a+(bc+de(f+g)))
618970019642690137449562111	89	1.265625	True	True	7	(1+1(1+(1+111)))	(a+b(c+(d+efg)))
2311466167103170982038208511	89	1.296875	True	False	3	(1+1(1+(1+1)(1+1)))	(a+b(c+(d+e)(f+g)))
2465704696930720995352453840895	89	1.390625	True	False	1	(1+(1+11)(1+11))	(a+(b+cd)(e+fg))
2475880078570760549798248447	91	1.234375	True	True	7	(1+1(1+(1+1(1+1))))	(a+b(c+(d+e(f+g))))
151407328857270607366548015284223	91	1.421875	True	False	1	(1+(1+1)(1+1)(1+1))	(a+(b+c)(d+e)(f+g))
2423705702287921141136437219915647	91	1.484375	False	False	0	(1+(1+1))(11+(1+1))	(a+(b+c))(de+(f+g))
40486208815327632551548523905023	91	1.328125	True	False	1	(1+(1+1)(1+111))	(a+(b+c)(d+efg))
9922630703988912850820581114916110335	93	1.484375	False	False	0	(1(1+1)+(1+1)(1+1))	(a(b+c)+(d+e)(f+g))
9903520314283042199192993791	93	1.171875	True	True	7	(1+1(1+(1+(1+11))))	(a+b(c+(d+(e+fg))))
2653304180920112227509006287121678335	93	1.328125	True	False	1	(1(1+1)+(1+111))	(a(b+c)+(d+efg))
39614081247908796757769715711	93	1.203125	False	False	0	(1+1)(1+(1+(1+(1+1))))	(a+b)(c+(d+(e+(f+g))))
662007629184361844944855935823642623	95	1.421875	False	False	0	(11+(1+1)(1+(1+1)))	(ab+(c+d)(e+(f+g)))
160963658726303224906578919658881023	95	1.328125	True	False	1	(1+(11+1(1+11)))	(a+(bc+d(e+fg)))
39614081257132168796771975167	95	1.078125	True	True	7	(1+1(1+(1+(1+(1+1)))))	(a+b(c+(d+(e+(f+g)))))
158456325028528675187087900671	97	1.046875	True	True	7	(1+(1+11111))	(a+(b+cdefg))
162182523375630782062862251589631	97	1.296875	True	False	1	(1+(1+1)(1+1(1+1)))	(a+(b+c)(d+e(f+g)))
161592423016989788988583103449530367	99	1.234375	True	False	1	(1+(1+(1+1))(1+11))	(a+(b+(c+d))(e+fg))
633825300114114700748351602687	99	1.078125	True	True	7	(1+(1+111(1+1)))	(a+(b+cde(f+g)))
664613918819037908687523194268024831	101	1.171875	True	False	1	(11+(1+1(1+(1+1))))	(ab+(c+d(e+(f+g))))
22763029353888452585191134839858790399	101	1.265625	True	False	1	(11+(1+(11+11)))	(ab+(c+(de+fg)))
2535301200456458802993406410751	101	1.078125	True	True	7	(1+(1+11(1+11)))	(a+(b+cd(e+fg)))
10141204801825835211973625643007	103	1.046875	True	True	7	(1+(1+11(1+(1+1))))	(a+(b+cd(e+(f+g))))
10628793851944167768513705526758998015	103	1.171875	True	False	1	(1(1+1)+(1+1(1+1)))	(a(b+c)+(d+e(f+g)))
347336264462534856010096678273023	103	1.078125	True	False	3	(1+(1+1(11+11)))	(a+(b+c(de+fg)))
2423705702287930977148109024395263	103	1.171875	True	False	1	(1+(1+1)(11+(1+1)))	(a+(b+c)(de+(f+g)))
40564819207303340847894502572031	105	1.015625	True	True	7	(1+(1+1(1+111)))	(a+(b+c(d+efg)))
2596108814581684548776360314634239	105	1.140625	False	False	0	(1+(1+1))(1+(1+(1+1)))	(a+(b+c))(d+(e+(f+g)))
151484246727273413478856033042431	105	1.046875	True	False	3	(1+(1+1(1+1)(1+1)))	(a+(b+c(d+e)(f+g)))
9922630703990086524374090729666904063	107	1.109375	True	False	1	(1+(11+(1+1)(1+1)))	(a+(bc+(d+e)(f+g)))
162259276829213363391578010288127	107	0.984375	True	True	7	(1+(1+1(1+1(1+1))))	(a+(b+c(d+e(f+g))))
158839976905141199905517549644391907327	107	1.015625	True	False	2	(111+(11+(1+1)))	(abc+(de+(f+g)))
2596108814581693772289136805281791	109	0.953125	True	False	1	(1+(1+1)(1+(1+(1+1))))	(a+(b+c)(d+(e+(f+g))))
2423747947636374615661696528678911	109	0.921875	True	True	7	(1+(1+1(11+(1+1))))	(a+(b+c(de+(f+g))))
2596148429267413814265248164610047	111	0.828125	True	True	7	(1+(1+1(1+(1+(1+1)))))	(a+(b+c(d+(e+(f+g)))))
161592492613493314726390744402100223	111	0.921875	True	False	2	(1+(1+(1+1)(1+11)))	(a+(b+(c+d)(e+fg)))
662007668488958110666536227805593599	113	0.890625	True	False	1	(1+(1+(1+1))(1+(1+1)))	(a+(b+(c+d))(e+(f+g)))
10633823889527044529666596117090926591	113	0.859375	True	False	2	(11+(1+(1+1(1+1))))	(ab+(c+(d+e(f+g))))
10384593717069655257060992658440191	113	0.765625	True	True	7	(1+(1+(1+1111)))	(a+(b+(c+defg)))
41538374868278621028243970633760767	115	0.734375	True	True	7	(1+(1+(1+11(1+1))))	(a+(b+(c+de(f+g))))
662007708258388696802426308349919231	117	0.703125	True	False	2	(1+(1+(1+1)(1+(1+1))))	(a+(b+(c+d)(e+(f+g))))
166153499473114484112975882535043071	117	0.671875	True	True	7	(1+(1+(1+1(1+11))))	(a+(b+(c+d(e+fg))))
158839976905141844518378473022768021503	119	0.609375	True	False	3	(1+(11+(11+(1+1))))	(a+(bc+(de+(f+g))))
664613997892457936451903530140172287	119	0.578125	True	True	7	(1+(1+(1+1(1+(1+1)))))	(a+(b+(c+d(e+(f+g)))))
9927671593518590425750308981468823551	121	0.515625	True	False	3	(1+(1+(1+(1+1)(1+1))))	(a+(b+(c+(d+e)(f+g))))
2658455991569831745807614120560689151	121	0.484375	True	True	7	(1+(1+(1+(1+111))))	(a+(b+(c+(d+efg))))
10633823966279326983230456482242756607	123	0.390625	True	True	7	(1+(1+(1+(1+1(1+1)))))	(a+(b+(c+(d+e(f+g)))))
170141183420855150465331762882257354751	125	0.265625	True	True	7	(11+(1+(1+(1+(1+1)))))	(ab+(c+(d+(e+(f+g)))))
170141183460469231731687303715884105727	127	0.109375	True	True	7	(1+(1+(1+(1+(1+(1+1))))))	(a+(b+(c+(d+(e+(f+g))))))
